hotel,adr,stays_in_weekend_nights,stays_in_week_nights,is_canceled
Resort Hotel,161.75,1,2,0
Resort Hotel,264.0,1,2,1
Resort Hotel,100.0,1,4,1
Resort Hotel,122.0,1,5,1
Resort Hotel,150.6,1,5,1
Resort Hotel,146.0,1,5,1
Resort Hotel,146.0,1,5,1
Resort Hotel,81.0,3,5,0
Resort Hotel,94.0,3,7,1
Resort Hotel,118.0,3,7,1
Resort Hotel,96.0,3,7,0
Resort Hotel,90.0,3,8,1
Resort Hotel,130.5,4,10,0
Resort Hotel,77.85,4,10,0
Resort Hotel,166.0,0,1,1
Resort Hotel,100.0,2,5,1
Resort Hotel,139.0,2,5,1
Resort Hotel,81.0,2,5,1
Resort Hotel,142.55,2,6,0
Resort Hotel,62.9,2,8,0
Resort Hotel,99.17,2,10,1
Resort Hotel,149.1,0,1,1
Resort Hotel,89.0,0,3,1
Resort Hotel,89.0,0,3,1
Resort Hotel,89.0,0,3,1
Resort Hotel,89.0,0,3,1
Resort Hotel,89.0,0,3,1
Resort Hotel,89.0,0,3,1
Resort Hotel,89.0,0,3,1
Resort Hotel,89.0,0,3,1
Resort Hotel,171.0,0,3,1
Resort Hotel,89.0,0,3,1
Resort Hotel,89.0,0,3,1
Resort Hotel,89.0,0,3,1
Resort Hotel,89.0,0,3,1
Resort Hotel,89.0,0,3,1
Resort Hotel,89.0,0,3,1
Resort Hotel,89.0,0,3,1
Resort Hotel,89.0,0,3,1
Resort Hotel,89.0,0,3,1
Resort Hotel,89.0,0,3,1
Resort Hotel,89.0,0,3,1
Resort Hotel,89.0,0,3,1
Resort Hotel,89.0,0,3,1
Resort Hotel,89.0,0,3,1
Resort Hotel,89.0,0,3,1
Resort Hotel,89.0,0,3,1
Resort Hotel,89.0,0,3,1
Resort Hotel,89.0,0,3,1
Resort Hotel,89.0,0,3,1
Resort Hotel,150.0,0,3,1
Resort Hotel,89.0,0,3,1
Resort Hotel,89.0,0,3,1
Resort Hotel,89.0,0,3,1
Resort Hotel,89.0,0,3,1
Resort Hotel,89.0,0,3,1
Resort Hotel,89.0,0,3,1
Resort Hotel,89.0,0,3,1
Resort Hotel,89.0,0,3,1
Resort Hotel,89.0,0,3,1
Resort Hotel,89.0,0,3,1
Resort Hotel,89.0,0,3,1
Resort Hotel,89.0,0,3,1
Resort Hotel,89.0,0,3,1
Resort Hotel,89.0,0,3,1
Resort Hotel,89.0,0,3,1
Resort Hotel,89.0,0,3,1
Resort Hotel,89.0,0,3,1
Resort Hotel,89.0,0,3,1
Resort Hotel,89.0,0,3,1
Resort Hotel,89.0,0,3,1
Resort Hotel,89.0,0,3,1
Resort Hotel,89.0,0,3,1
Resort Hotel,89.0,0,3,1
Resort Hotel,146.0,2,4,1
Resort Hotel,87.8,2,5,0
Resort Hotel,159.0,2,6,1
Resort Hotel,90.0,2,7,1
Resort Hotel,134.0,2,5,1
Resort Hotel,78.36,4,10,0
Resort Hotel,92.9,4,10,0
Resort Hotel,88.29,0,2,1
Resort Hotel,161.0,0,3,1
Resort Hotel,139.0,0,3,1
Resort Hotel,216.0,0,3,1
Resort Hotel,219.0,0,3,1
Resort Hotel,254.0,0,3,1
Resort Hotel,120.0,1,3,1
Resort Hotel,90.0,2,3,1
Resort Hotel,90.0,2,4,1
Resort Hotel,112.48,2,5,0
Resort Hotel,120.0,2,6,1
Resort Hotel,118.0,2,8,1
Resort Hotel,53.85,4,10,0
Resort Hotel,85.11,4,10,1
Resort Hotel,100.0,0,1,1
Resort Hotel,191.0,0,2,1
Resort Hotel,159.0,0,2,1
Resort Hotel,0.0,0,0,0
Resort Hotel,0.0,0,1,1
Resort Hotel,150.0,0,2,1
Resort Hotel,58.32,1,2,1
Resort Hotel,196.0,2,3,1
Resort Hotel,179.0,2,3,1
Resort Hotel,145.67,2,4,1
Resort Hotel,51.85,2,5,0
Resort Hotel,98.0,2,5,1
Resort Hotel,115.0,0,1,1
Resort Hotel,115.0,0,1,1
Resort Hotel,115.0,0,1,1
Resort Hotel,115.0,0,1,1
Resort Hotel,133.2,2,2,1
Resort Hotel,61.2,2,2,1
Resort Hotel,133.0,2,3,1
Resort Hotel,133.0,2,3,1
Resort Hotel,73.95,2,5,0
Resort Hotel,75.95,2,5,0
Resort Hotel,85.62,2,5,1
Resort Hotel,130.43,2,5,1
Resort Hotel,74.72,4,6,0
Resort Hotel,90.1,4,6,1
Resort Hotel,143.1,1,0,1
Resort Hotel,120.0,1,0,0
Resort Hotel,181.0,2,1,1
Resort Hotel,148.4,2,1,1
Resort Hotel,117.73,2,1,1
Resort Hotel,117.73,2,1,1
Resort Hotel,171.0,2,2,1
Resort Hotel,146.78,2,2,1
Resort Hotel,190.67,2,1,1
Resort Hotel,159.75,2,2,1
Resort Hotel,127.75,2,2,1
Resort Hotel,129.0,2,2,1
Resort Hotel,119.0,2,2,1
Resort Hotel,129.0,2,2,1
Resort Hotel,119.0,2,2,1
Resort Hotel,189.0,2,2,1
Resort Hotel,102.25,2,2,1
Resort Hotel,114.9,2,2,1
Resort Hotel,169.0,2,2,1
Resort Hotel,158.78,2,2,1
Resort Hotel,119.65,2,2,1
Resort Hotel,195.0,2,3,1
Resort Hotel,194.0,2,4,1
Resort Hotel,143.33,2,4,1
Resort Hotel,129.0,2,4,1
Resort Hotel,88.71,2,5,1
Resort Hotel,246.0,1,1,1
Resort Hotel,130.5,1,1,1
Resort Hotel,117.0,1,1,1
Resort Hotel,173.0,1,2,1
Resort Hotel,150.0,1,2,1
Resort Hotel,64.8,2,5,1
Resort Hotel,85.11,2,5,1
Resort Hotel,148.29,2,5,1
Resort Hotel,87.3,3,7,1
Resort Hotel,62.9,3,7,0
Resort Hotel,102.6,3,7,1
Resort Hotel,53.85,3,7,0
Resort Hotel,143.0,1,4,1
Resort Hotel,76.5,2,5,0
Resort Hotel,53.85,4,10,0
Resort Hotel,101.4,5,10,1
Resort Hotel,137.67,5,10,1
Resort Hotel,129.0,0,2,1
Resort Hotel,129.0,0,2,1
Resort Hotel,149.0,0,3,1
Resort Hotel,77.4,0,5,1
Resort Hotel,69.43,2,5,0
Resort Hotel,98.0,2,6,1
Resort Hotel,90.9,2,8,0
Resort Hotel,8.0,0,1,1
Resort Hotel,8.0,0,1,1
Resort Hotel,86.0,0,1,1
Resort Hotel,194.0,0,2,1
Resort Hotel,59.4,0,4,0
Resort Hotel,61.4,0,4,0
Resort Hotel,61.4,0,4,0
Resort Hotel,61.4,0,4,0
Resort Hotel,59.4,0,4,0
Resort Hotel,61.4,0,4,0
Resort Hotel,134.0,1,4,1
Resort Hotel,114.0,1,4,0
Resort Hotel,76.4,1,4,0
Resort Hotel,66.0,1,4,0
Resort Hotel,68.0,2,4,0
Resort Hotel,71.0,2,4,0
Resort Hotel,68.0,2,4,0
Resort Hotel,78.0,2,5,0
Resort Hotel,61.4,0,4,0
Resort Hotel,66.0,0,3,0
Resort Hotel,66.0,0,3,0
Resort Hotel,60.0,0,3,0
Resort Hotel,164.0,0,3,1
Resort Hotel,68.0,0,3,0
Resort Hotel,66.0,0,3,0
Resort Hotel,70.0,0,3,0
Resort Hotel,74.0,0,3,0
Resort Hotel,78.0,0,3,0
Resort Hotel,68.0,0,3,0
Resort Hotel,66.0,0,3,1
Resort Hotel,74.0,0,3,0
Resort Hotel,74.0,0,3,0
Resort Hotel,66.0,0,3,0
Resort Hotel,60.0,0,3,0
Resort Hotel,66.0,0,3,0
Resort Hotel,74.0,0,3,0
Resort Hotel,164.0,0,3,1
Resort Hotel,62.0,1,3,0
Resort Hotel,110.5,1,3,0
Resort Hotel,66.0,1,3,0
Resort Hotel,66.0,1,3,0
Resort Hotel,60.0,1,3,0
Resort Hotel,189.25,1,3,1
Resort Hotel,60.0,1,3,0
Resort Hotel,68.0,1,3,0
Resort Hotel,68.0,1,3,0
Resort Hotel,60.0,1,3,1
Resort Hotel,68.0,1,3,0
Resort Hotel,60.0,2,3,0
Resort Hotel,73.2,2,3,0
Resort Hotel,66.0,2,3,0
Resort Hotel,73.2,2,3,0
Resort Hotel,60.0,2,3,0
Resort Hotel,60.0,2,3,0
Resort Hotel,78.5,4,10,0
Resort Hotel,110.0,1,2,1
Resort Hotel,99.0,1,2,1
Resort Hotel,110.0,1,2,1
Resort Hotel,72.0,1,2,1
Resort Hotel,64.9,2,5,0
Resort Hotel,90.0,2,5,1
Resort Hotel,53.85,2,5,0
Resort Hotel,96.4,2,5,0
Resort Hotel,92.9,2,5,0
Resort Hotel,80.0,2,5,1
Resort Hotel,76.0,2,5,1
Resort Hotel,64.98,2,5,1
Resort Hotel,221.07,4,7,1
Resort Hotel,155.0,0,1,1
Resort Hotel,95.0,2,2,1
Resort Hotel,80.0,2,2,1
Resort Hotel,106.43,2,5,1
Resort Hotel,80.0,1,0,1
Resort Hotel,80.0,2,0,1
Resort Hotel,71.0,2,1,1
Resort Hotel,80.0,2,1,1
Resort Hotel,102.0,2,1,1
Resort Hotel,140.0,2,1,1
Resort Hotel,112.0,2,1,1
Resort Hotel,104.75,2,2,1
Resort Hotel,111.75,2,2,1
Resort Hotel,85.5,2,5,1
Resort Hotel,116.0,4,6,1
Resort Hotel,48.75,4,10,0
Resort Hotel,46.75,4,10,0
Resort Hotel,48.75,4,10,0
Resort Hotel,46.75,4,10,0
Resort Hotel,58.95,4,9,0
Resort Hotel,59.0,1,0,1
Resort Hotel,92.0,1,1,1
Resort Hotel,80.0,1,1,1
Resort Hotel,112.33,1,2,1
Resort Hotel,76.67,1,2,1
Resort Hotel,112.0,1,2,1
Resort Hotel,142.2,1,2,1
Resort Hotel,122.33,1,2,1
Resort Hotel,120.0,1,3,1
Resort Hotel,68.35,1,3,1
Resort Hotel,89.0,1,3,1
Resort Hotel,292.4,1,4,1
Resort Hotel,92.33,1,5,1
Resort Hotel,72.0,1,5,1
Resort Hotel,90.0,1,5,1
Resort Hotel,158.0,1,5,1
Resort Hotel,80.0,1,5,1
Resort Hotel,71.9,2,5,0
Resort Hotel,51.85,2,5,1
Resort Hotel,95.0,2,5,1
Resort Hotel,71.9,2,5,0
Resort Hotel,51.85,2,5,0
Resort Hotel,88.9,2,5,1
Resort Hotel,77.85,2,5,1
Resort Hotel,92.0,1,0,1
Resort Hotel,80.0,1,0,1
Resort Hotel,159.0,0,4,1
Resort Hotel,80.0,2,5,1
Resort Hotel,53.85,2,5,0
Resort Hotel,90.0,2,5,1
Resort Hotel,90.0,2,5,1
Resort Hotel,71.0,2,5,1
Resort Hotel,80.0,2,5,1
Resort Hotel,80.0,2,5,1
Resort Hotel,135.0,2,5,1
Resort Hotel,68.6,2,5,0
Resort Hotel,71.0,2,5,1
Resort Hotel,90.0,2,5,1
Resort Hotel,51.85,2,5,0
Resort Hotel,80.0,2,5,1
Resort Hotel,90.0,2,5,1
Resort Hotel,90.0,2,5,1
Resort Hotel,80.0,2,5,1
Resort Hotel,51.85,2,5,0
Resort Hotel,92.0,0,4,0
Resort Hotel,94.0,0,4,0
Resort Hotel,66.0,0,4,1
Resort Hotel,66.0,0,4,1
Resort Hotel,66.0,0,4,1
Resort Hotel,70.5,0,4,0
Resort Hotel,72.5,0,4,0
Resort Hotel,66.0,0,4,1
Resort Hotel,66.0,0,4,1
Resort Hotel,66.0,0,4,1
Resort Hotel,70.5,0,4,0
Resort Hotel,60.25,0,4,0
Resort Hotel,57.0,0,4,0
Resort Hotel,56.5,0,4,0
Resort Hotel,66.0,0,4,1
Resort Hotel,66.0,0,4,1
Resort Hotel,72.5,0,4,0
Resort Hotel,70.5,0,4,0
Resort Hotel,94.0,0,4,0
Resort Hotel,92.0,0,4,0
Resort Hotel,92.0,0,4,0
Resort Hotel,92.0,0,4,0
Resort Hotel,130.9,1,4,1
Resort Hotel,95.67,2,4,1
Resort Hotel,68.4,2,5,1
Resort Hotel,66.6,2,5,1
Resort Hotel,66.6,2,5,1
Resort Hotel,66.6,2,5,1
Resort Hotel,66.6,2,5,1
Resort Hotel,66.6,2,5,1
Resort Hotel,66.6,2,5,1
Resort Hotel,114.73,4,10,1
Resort Hotel,70.85,4,10,0
Resort Hotel,123.1,2,7,1
Resort Hotel,85.5,2,8,1
Resort Hotel,70.5,0,4,0
Resort Hotel,70.5,0,4,0
Resort Hotel,70.5,0,4,0
Resort Hotel,66.0,0,4,1
Resort Hotel,66.0,0,4,1
Resort Hotel,66.0,0,4,1
Resort Hotel,66.0,0,4,1
Resort Hotel,66.0,0,4,1
Resort Hotel,60.25,0,4,0
Resort Hotel,64.0,0,4,1
Resort Hotel,72.5,0,4,0
Resort Hotel,66.0,0,4,1
Resort Hotel,66.0,0,4,1
Resort Hotel,92.0,0,4,0
Resort Hotel,92.0,0,4,0
Resort Hotel,92.0,0,4,0
Resort Hotel,92.0,0,4,0
Resort Hotel,70.5,0,4,0
Resort Hotel,70.5,0,4,0
Resort Hotel,66.0,0,4,1
Resort Hotel,66.0,0,4,1
Resort Hotel,64.0,0,4,1
Resort Hotel,92.0,0,4,0
Resort Hotel,92.0,0,4,0
Resort Hotel,70.5,0,4,0
Resort Hotel,62.25,0,4,0
Resort Hotel,66.0,0,4,1
Resort Hotel,66.0,0,4,1
Resort Hotel,66.0,0,4,1
Resort Hotel,134.0,0,1,1
Resort Hotel,78.0,0,1,1
Resort Hotel,119.0,0,1,1
Resort Hotel,78.0,0,1,1
Resort Hotel,134.0,0,2,1
Resort Hotel,146.2,2,3,1
Resort Hotel,125.67,2,4,1
Resort Hotel,81.0,2,5,1
Resort Hotel,51.85,2,5,1
Resort Hotel,66.6,2,5,1
Resort Hotel,90.0,2,5,1
Resort Hotel,109.0,0,1,1
Resort Hotel,159.0,0,1,1
Resort Hotel,159.0,0,1,1
Resort Hotel,139.0,0,1,1
Resort Hotel,139.0,0,2,1
Resort Hotel,139.0,0,2,1
Resort Hotel,139.0,0,2,1
Resort Hotel,142.53,1,2,1
Resort Hotel,145.67,1,2,1
Resort Hotel,124.55,2,2,1
Resort Hotel,131.75,2,2,1
Resort Hotel,92.1,1,2,1
Resort Hotel,182.25,2,4,1
Resort Hotel,111.14,2,5,1
Resort Hotel,85.6,2,5,0
Resort Hotel,76.0,2,5,1
Resort Hotel,212.86,2,5,1
Resort Hotel,156.14,2,5,1
Resort Hotel,111.14,2,5,1
Resort Hotel,154.0,0,1,1
Resort Hotel,119.0,1,1,1
Resort Hotel,64.0,2,1,1
Resort Hotel,64.0,2,1,1
Resort Hotel,165.0,2,1,1
Resort Hotel,64.0,2,1,1
Resort Hotel,165.0,2,1,1
Resort Hotel,64.0,2,1,1
Resort Hotel,64.0,2,1,1
Resort Hotel,64.0,2,1,1
Resort Hotel,64.0,2,1,1
Resort Hotel,122.33,2,1,1
Resort Hotel,64.0,2,1,1
Resort Hotel,156.25,2,2,1
Resort Hotel,164.17,2,4,1
Resort Hotel,89.0,1,0,1
Resort Hotel,112.0,1,0,1
Resort Hotel,89.0,1,0,1
Resort Hotel,89.0,1,0,1
Resort Hotel,90.33,2,1,1
Resort Hotel,92.75,2,2,1
Resort Hotel,162.1,2,2,1
Resort Hotel,91.86,2,5,1
Resort Hotel,46.75,4,10,0
Resort Hotel,46.75,4,10,0
Resort Hotel,76.5,4,10,1
Resort Hotel,124.0,1,2,1
Resort Hotel,233.0,1,2,1
Resort Hotel,169.0,1,3,1
Resort Hotel,100.0,1,4,1
Resort Hotel,99.0,1,4,1
Resort Hotel,217.0,1,5,1
Resort Hotel,69.71,2,5,0
Resort Hotel,0.0,2,5,1
Resort Hotel,87.0,2,5,0
Resort Hotel,68.0,2,5,1
Resort Hotel,87.0,2,5,0
Resort Hotel,89.0,2,5,0
Resort Hotel,108.26,3,5,1
Resort Hotel,80.0,3,6,1
Resort Hotel,80.0,3,6,1
Resort Hotel,80.0,3,6,1
Resort Hotel,80.0,3,6,1
Resort Hotel,80.0,3,6,1
Resort Hotel,80.0,3,6,1
Resort Hotel,80.0,3,6,1
Resort Hotel,80.0,3,6,1
Resort Hotel,80.0,3,6,1
Resort Hotel,80.0,3,6,1
Resort Hotel,80.0,3,6,1
Resort Hotel,80.0,3,6,1
Resort Hotel,80.0,3,6,1
Resort Hotel,80.0,3,6,1
Resort Hotel,80.0,3,6,1
Resort Hotel,79.42,3,7,0
Resort Hotel,86.4,2,5,0
Resort Hotel,70.0,2,5,0
Resort Hotel,104.0,2,5,1
Resort Hotel,89.0,2,5,0
Resort Hotel,87.0,2,5,0
Resort Hotel,99.0,2,5,0
Resort Hotel,119.71,2,5,1
Resort Hotel,68.0,2,5,0
Resort Hotel,81.0,3,7,1
Resort Hotel,74.62,3,7,0
Resort Hotel,22.4,3,7,0
Resort Hotel,94.1,3,7,1
Resort Hotel,189.5,3,9,1
Resort Hotel,169.0,0,2,1
Resort Hotel,153.0,0,5,1
Resort Hotel,99.0,2,5,1
Resort Hotel,86.14,2,5,1
Resort Hotel,99.0,2,5,1
Resort Hotel,92.14,2,5,1
Resort Hotel,110.36,4,10,0
Resort Hotel,110.36,4,10,0
Resort Hotel,124.0,0,3,1
Resort Hotel,120.25,0,4,1
Resort Hotel,91.5,0,4,1
Resort Hotel,76.0,0,4,1
Resort Hotel,76.0,0,4,1
Resort Hotel,76.0,0,4,1
Resort Hotel,76.0,0,4,1
Resort Hotel,105.2,1,4,1
Resort Hotel,71.04,4,10,1
Resort Hotel,116.1,0,1,1
Resort Hotel,102.33,0,3,1
Resort Hotel,89.0,0,3,1
Resort Hotel,119.0,0,3,1
Resort Hotel,36.0,2,4,0
Resort Hotel,139.0,0,1,1
Resort Hotel,145.0,0,2,1
Resort Hotel,154.0,0,2,1
Resort Hotel,57.6,1,2,1
Resort Hotel,57.6,1,2,1
Resort Hotel,57.6,1,2,1
Resort Hotel,126.9,1,2,1
Resort Hotel,57.6,1,2,1
Resort Hotel,57.6,1,2,1
Resort Hotel,57.6,1,2,1
Resort Hotel,112.33,1,2,1
Resort Hotel,57.6,1,2,1
Resort Hotel,57.6,1,2,1
Resort Hotel,57.6,1,2,1
Resort Hotel,57.6,1,2,1
Resort Hotel,57.6,1,2,1
Resort Hotel,57.6,1,2,1
Resort Hotel,57.6,1,2,1
Resort Hotel,57.6,1,2,1
Resort Hotel,67.5,2,2,1
Resort Hotel,107.0,2,3,1
Resort Hotel,100.2,2,3,1
Resort Hotel,101.0,2,3,1
Resort Hotel,76.5,2,2,1
Resort Hotel,116.5,2,4,1
Resort Hotel,90.0,2,5,1
Resort Hotel,92.89,2,7,1
Resort Hotel,92.89,2,7,1
Resort Hotel,64.64,4,10,1
Resort Hotel,99.0,1,1,1
Resort Hotel,169.0,1,1,1
Resort Hotel,99.0,2,1,1
Resort Hotel,52.0,2,2,1
Resort Hotel,52.0,2,2,1
Resort Hotel,52.0,2,2,1
Resort Hotel,52.0,2,2,1
Resort Hotel,83.0,2,2,1
Resort Hotel,52.0,2,2,1
Resort Hotel,52.0,2,2,1
Resort Hotel,52.0,2,2,1
Resort Hotel,52.0,2,2,1
Resort Hotel,52.0,2,2,1
Resort Hotel,52.0,2,2,1
Resort Hotel,52.0,2,2,1
Resort Hotel,52.0,2,2,1
Resort Hotel,52.0,2,2,1
Resort Hotel,52.0,2,2,1
Resort Hotel,52.0,2,2,1
Resort Hotel,52.0,2,2,1
Resort Hotel,99.0,2,3,1
Resort Hotel,89.0,2,3,1
Resort Hotel,81.0,2,4,1
Resort Hotel,52.2,6,15,1
Resort Hotel,52.2,6,15,1
Resort Hotel,129.0,2,1,1
Resort Hotel,49.0,2,2,1
Resort Hotel,46.0,2,2,1
Resort Hotel,46.0,2,2,1
Resort Hotel,167.0,2,3,1
Resort Hotel,52.6,2,3,1
Resort Hotel,169.0,1,2,1
Resort Hotel,139.0,1,2,1
Resort Hotel,53.13,1,3,1
Resort Hotel,139.3,1,3,1
Resort Hotel,79.0,1,4,1
Resort Hotel,69.0,1,4,1
Resort Hotel,109.0,1,5,1
Resort Hotel,109.0,1,5,1
Resort Hotel,79.0,1,5,1
Resort Hotel,98.0,2,5,1
Resort Hotel,79.8,2,5,1
Resort Hotel,89.0,3,6,1
Resort Hotel,89.0,3,6,1
Resort Hotel,37.4,3,7,0
Resort Hotel,79.0,0,1,1
Resort Hotel,79.0,0,1,1
Resort Hotel,81.0,0,5,1
Resort Hotel,69.0,0,5,1
Resort Hotel,70.0,0,5,1
Resort Hotel,70.0,0,5,1
Resort Hotel,79.0,0,5,1
Resort Hotel,160.0,0,1,1
Resort Hotel,101.0,0,3,1
Resort Hotel,174.0,0,3,1
Resort Hotel,79.0,0,4,1
Resort Hotel,89.0,0,4,1
Resort Hotel,50.0,1,4,1
Resort Hotel,50.0,1,4,1
Resort Hotel,50.0,1,4,1
Resort Hotel,65.37,2,5,1
Resort Hotel,107.6,2,7,1
Resort Hotel,62.56,2,7,1
Resort Hotel,85.0,0,2,1
Resort Hotel,48.0,0,2,0
Resort Hotel,54.0,0,2,0
Resort Hotel,79.0,0,3,1
Resort Hotel,50.0,0,3,0
Resort Hotel,48.0,0,3,0
Resort Hotel,48.0,0,3,0
Resort Hotel,54.0,0,3,0
Resort Hotel,79.0,0,3,1
Resort Hotel,48.0,0,3,0
Resort Hotel,66.0,0,3,0
Resort Hotel,42.0,0,3,0
Resort Hotel,52.0,0,3,0
Resort Hotel,48.0,0,3,0
Resort Hotel,48.0,0,3,0
Resort Hotel,48.0,0,3,0
Resort Hotel,54.0,0,3,0
Resort Hotel,42.0,0,3,0
Resort Hotel,48.0,0,3,0
Resort Hotel,79.0,0,3,1
Resort Hotel,48.0,0,3,0
Resort Hotel,50.0,0,3,0
Resort Hotel,44.0,0,3,0
Resort Hotel,54.0,0,3,0
Resort Hotel,48.0,0,3,0
Resort Hotel,48.0,0,3,0
Resort Hotel,48.0,0,3,0
Resort Hotel,48.0,0,3,0
Resort Hotel,48.0,1,3,1
Resort Hotel,48.0,1,3,1
Resort Hotel,48.0,1,3,1
Resort Hotel,48.0,1,3,1
Resort Hotel,48.0,1,3,1
Resort Hotel,54.0,0,3,0
Resort Hotel,48.0,0,3,0
Resort Hotel,48.0,1,3,1
Resort Hotel,48.0,1,3,1
Resort Hotel,48.0,1,3,1
Resort Hotel,48.0,1,3,1
Resort Hotel,48.0,1,3,1
Resort Hotel,48.0,1,3,1
Resort Hotel,48.0,1,3,1
Resort Hotel,48.0,1,3,1
Resort Hotel,139.0,1,3,1
Resort Hotel,48.0,1,3,1
Resort Hotel,48.0,1,3,1
Resort Hotel,48.0,1,3,1
Resort Hotel,48.0,1,3,1
Resort Hotel,48.0,1,3,1
Resort Hotel,48.0,1,3,1
Resort Hotel,48.0,1,3,1
Resort Hotel,48.0,1,3,1
Resort Hotel,48.0,1,3,1
Resort Hotel,48.0,1,3,1
Resort Hotel,48.0,1,3,1
Resort Hotel,48.0,1,3,1
Resort Hotel,161.86,2,5,1
Resort Hotel,88.61,3,8,1
Resort Hotel,48.0,0,2,0
Resort Hotel,0.0,0,2,1
Resort Hotel,80.4,0,2,1
Resort Hotel,79.0,1,2,1
Resort Hotel,169.0,1,2,1
Resort Hotel,52.27,1,2,1
Resort Hotel,55.0,2,3,1
Resort Hotel,127.14,2,5,1
Resort Hotel,67.78,2,7,0
Resort Hotel,163.75,2,2,1
Resort Hotel,48.0,0,1,1
Resort Hotel,54.5,1,1,1
Resort Hotel,63.5,1,1,1
Resort Hotel,63.5,1,1,1
Resort Hotel,72.0,2,2,1
Resort Hotel,72.0,2,2,1
Resort Hotel,72.0,2,2,1
Resort Hotel,72.0,2,2,1
Resort Hotel,72.0,2,2,1
Resort Hotel,72.0,2,2,1
Resort Hotel,72.0,2,2,1
Resort Hotel,72.0,2,2,1
Resort Hotel,72.0,2,2,1
Resort Hotel,72.0,2,2,1
Resort Hotel,72.0,2,2,1
Resort Hotel,72.0,2,2,1
Resort Hotel,72.0,2,2,1
Resort Hotel,72.0,2,2,1
Resort Hotel,72.0,2,2,1
Resort Hotel,72.0,2,2,1
Resort Hotel,72.0,2,2,1
Resort Hotel,72.0,2,2,1
Resort Hotel,72.0,2,2,1
Resort Hotel,55.0,2,2,1
Resort Hotel,72.0,2,2,1
Resort Hotel,72.0,2,2,1
Resort Hotel,79.0,2,2,1
Resort Hotel,72.0,2,2,1
Resort Hotel,72.0,2,2,1
Resort Hotel,72.0,2,2,1
Resort Hotel,72.0,2,2,1
Resort Hotel,72.0,2,2,1
Resort Hotel,72.0,2,2,1
Resort Hotel,72.0,2,2,1
Resort Hotel,54.5,1,1,1
Resort Hotel,63.5,1,1,1
Resort Hotel,63.5,1,1,1
Resort Hotel,139.0,2,1,1
Resort Hotel,64.8,3,6,1
Resort Hotel,72.0,3,6,0
Resort Hotel,88.4,4,6,0
Resort Hotel,91.8,4,6,0
Resort Hotel,61.2,4,10,1
Resort Hotel,100.0,1,0,0
Resort Hotel,55.0,2,0,1
Resort Hotel,55.0,2,0,1
Resort Hotel,55.0,2,0,1
Resort Hotel,55.0,2,0,1
Resort Hotel,55.0,2,0,1
Resort Hotel,55.0,2,0,1
Resort Hotel,55.0,2,0,1
Resort Hotel,55.0,2,0,1
Resort Hotel,55.0,2,0,1
Resort Hotel,55.0,2,0,1
Resort Hotel,55.0,2,0,1
Resort Hotel,55.0,2,0,1
Resort Hotel,55.0,2,0,1
Resort Hotel,55.0,2,0,1
Resort Hotel,55.0,2,0,1
Resort Hotel,55.0,2,0,1
Resort Hotel,55.0,2,0,1
Resort Hotel,48.0,2,1,1
Resort Hotel,55.0,2,1,1
Resort Hotel,55.0,2,1,1
Resort Hotel,55.0,2,1,1
Resort Hotel,48.0,2,1,1
Resort Hotel,48.0,2,1,1
Resort Hotel,55.0,2,1,1
Resort Hotel,55.0,2,1,1
Resort Hotel,55.0,2,1,1
Resort Hotel,55.0,2,1,1
Resort Hotel,55.0,2,1,1
Resort Hotel,55.0,2,1,1
Resort Hotel,55.0,2,1,1
Resort Hotel,48.0,2,1,1
Resort Hotel,55.0,2,1,1
Resort Hotel,106.5,2,2,1
Resort Hotel,55.0,2,3,1
Resort Hotel,126.4,2,3,1
Resort Hotel,55.0,2,3,1
Resort Hotel,66.28,2,5,0
Resort Hotel,67.99,2,5,0
Resort Hotel,42.81,2,5,0
Resort Hotel,66.28,2,5,0
Resort Hotel,66.28,2,5,0
Resort Hotel,42.81,2,5,0
Resort Hotel,44.81,2,5,0
Resort Hotel,67.99,2,5,0
Resort Hotel,67.99,2,5,0
Resort Hotel,66.28,2,5,0
Resort Hotel,66.28,2,5,0
Resort Hotel,67.99,2,5,0
Resort Hotel,67.99,2,5,0
Resort Hotel,67.99,2,5,0
Resort Hotel,67.99,2,5,0
Resort Hotel,72.45,4,6,1
Resort Hotel,72.45,4,6,1
Resort Hotel,63.45,4,6,1
Resort Hotel,41.4,1,0,1
Resort Hotel,41.4,1,0,1
Resort Hotel,60.0,1,1,1
Resort Hotel,68.0,2,5,0
Resort Hotel,57.5,0,1,1
Resort Hotel,51.0,0,1,1
Resort Hotel,57.6,0,1,1
Resort Hotel,57.6,0,1,1
Resort Hotel,95.0,0,2,1
Resort Hotel,80.4,0,3,1
Resort Hotel,81.0,0,3,1
Resort Hotel,66.0,1,5,0
Resort Hotel,80.81,2,5,0
Resort Hotel,44.36,2,5,0
Resort Hotel,66.0,2,5,0
Resort Hotel,46.36,2,5,0
Resort Hotel,80.81,2,5,0
Resort Hotel,60.0,0,3,0
Resort Hotel,66.0,0,4,0
Resort Hotel,46.0,0,4,1
Resort Hotel,46.0,0,4,1
Resort Hotel,66.0,0,4,0
Resort Hotel,66.0,0,4,0
Resort Hotel,66.0,0,4,0
Resort Hotel,39.0,0,2,1
Resort Hotel,66.0,0,4,0
Resort Hotel,66.0,0,4,0
Resort Hotel,60.0,0,4,0
Resort Hotel,60.0,0,4,0
Resort Hotel,66.0,0,4,0
