hotel,is_canceled,stays_in_weekend_nights,stays_in_week_nights,adr
Resort Hotel,1,2,5,60.83
Resort Hotel,1,2,5,124.14
Resort Hotel,1,4,10,59.5
Resort Hotel,1,2,0,57
Resort Hotel,1,2,1,37
Resort Hotel,1,2,1,37
Resort Hotel,1,2,1,37
Resort Hotel,1,2,1,37
Resort Hotel,1,2,1,37
Resort Hotel,1,2,1,37
Resort Hotel,1,2,1,37
Resort Hotel,1,2,1,37
Resort Hotel,1,2,1,37
Resort Hotel,1,2,1,37
Resort Hotel,1,2,1,37
Resort Hotel,1,2,1,37
Resort Hotel,1,2,1,37
Resort Hotel,1,2,1,37
Resort Hotel,1,2,1,37
Resort Hotel,1,2,1,37
Resort Hotel,1,2,2,81
Resort Hotel,1,2,2,81
Resort Hotel,1,2,2,60
Resort Hotel,1,2,3,60
Resort Hotel,1,2,3,65
Resort Hotel,1,2,3,75
Resort Hotel,1,2,2,60
Resort Hotel,1,2,4,193
Resort Hotel,1,2,5,120
Resort Hotel,1,2,5,141.7
Resort Hotel,1,2,5,120
Resort Hotel,1,2,5,120
Resort Hotel,1,2,5,93.15
Resort Hotel,1,2,5,141.7
Resort Hotel,0,3,5,49
Resort Hotel,1,1,0,68
Resort Hotel,1,1,0,49
Resort Hotel,1,1,1,68
Resort Hotel,1,1,1,68
Resort Hotel,1,1,1,49
Resort Hotel,1,1,2,60
Resort Hotel,1,1,2,60
Resort Hotel,1,1,3,49.25
Resort Hotel,1,1,3,58
Resort Hotel,1,1,3,98
Resort Hotel,1,1,3,57.25
Resort Hotel,1,1,4,58
Resort Hotel,1,2,5,62.29
Resort Hotel,1,2,5,57
Resort Hotel,1,2,5,62.29
Resort Hotel,1,2,5,62.29
Resort Hotel,1,2,5,62.29
Resort Hotel,1,3,5,58
Resort Hotel,1,0,1,150
Resort Hotel,1,0,1,52
Resort Hotel,1,0,2,44.66
Resort Hotel,1,0,2,44.66
Resort Hotel,1,0,2,44.66
Resort Hotel,1,0,2,44.66
Resort Hotel,1,0,2,72
Resort Hotel,1,0,2,44.66
Resort Hotel,1,0,3,63.67
Resort Hotel,1,0,3,60
Resort Hotel,1,0,3,75
Resort Hotel,1,0,3,130
Resort Hotel,1,0,3,50.4
Resort Hotel,1,0,4,75.5
Resort Hotel,1,0,4,93
Resort Hotel,1,0,4,58
Resort Hotel,1,0,4,103
Resort Hotel,1,0,4,74
Resort Hotel,1,0,4,123
Resort Hotel,1,0,5,50.4
Resort Hotel,1,0,1,52.8
Resort Hotel,1,0,2,68
Resort Hotel,1,0,2,68
Resort Hotel,1,0,2,85
Resort Hotel,1,0,3,130
Resort Hotel,1,0,3,60
Resort Hotel,1,0,3,67.8
Resort Hotel,1,0,4,58
Resort Hotel,0,1,4,55
Resort Hotel,0,1,4,55
Resort Hotel,0,1,4,49
Resort Hotel,0,1,4,79
Resort Hotel,1,0,2,130
Resort Hotel,1,0,3,60
Resort Hotel,0,1,4,51
Resort Hotel,0,2,5,57
Resort Hotel,1,2,5,45.14
Resort Hotel,1,2,5,58
Resort Hotel,1,0,2,68
Resort Hotel,1,0,3,49
Resort Hotel,1,0,3,58
Resort Hotel,1,1,3,49
Resort Hotel,1,1,3,49
Resort Hotel,0,1,3,49
Resort Hotel,1,1,3,49
Resort Hotel,0,1,3,49
Resort Hotel,1,1,3,49
Resort Hotel,1,1,3,49
Resort Hotel,1,1,3,49
Resort Hotel,1,1,3,49
Resort Hotel,1,1,3,49
Resort Hotel,0,1,3,49
Resort Hotel,1,1,3,49
Resort Hotel,1,1,3,49
Resort Hotel,1,1,3,49
Resort Hotel,1,1,3,49
Resort Hotel,1,2,4,8
Resort Hotel,1,2,5,89
Resort Hotel,1,0,1,118
Resort Hotel,1,0,1,110
Resort Hotel,1,0,1,59
Resort Hotel,1,0,1,60
Resort Hotel,1,0,1,123
Resort Hotel,1,0,2,171
Resort Hotel,0,0,2,129
Resort Hotel,1,0,2,68
Resort Hotel,1,0,2,92.4
Resort Hotel,1,0,2,77
Resort Hotel,1,0,2,68
Resort Hotel,1,0,2,75
Resort Hotel,1,1,2,75.33
Resort Hotel,1,0,1,115
Resort Hotel,1,0,1,123
Resort Hotel,1,1,2,65.33
Resort Hotel,1,2,2,48.88
Resort Hotel,1,2,2,63.5
Resort Hotel,1,2,3,8
Resort Hotel,1,2,3,166
Resort Hotel,1,2,4,8
Resort Hotel,1,2,5,78.31
Resort Hotel,1,2,5,82.8
Resort Hotel,1,1,1,0
Resort Hotel,1,2,2,75
Resort Hotel,1,2,2,68
Resort Hotel,1,2,2,78
Resort Hotel,1,2,2,70.75
Resort Hotel,1,2,2,70.75
Resort Hotel,1,2,2,115.75
Resort Hotel,1,2,2,110.75
Resort Hotel,1,2,2,115
Resort Hotel,1,2,2,68
Resort Hotel,1,2,2,68
Resort Hotel,1,2,2,68
Resort Hotel,1,2,2,118
Resort Hotel,1,2,2,140
Resort Hotel,1,2,2,85
Resort Hotel,1,2,2,75
Resort Hotel,1,2,2,68
Resort Hotel,1,2,2,118
Resort Hotel,1,2,2,78
Resort Hotel,1,2,2,70.75
Resort Hotel,1,2,2,85
Resort Hotel,1,2,2,68
Resort Hotel,1,2,2,118
Resort Hotel,1,2,2,78
Resort Hotel,1,2,2,75
Resort Hotel,1,2,2,70.75
Resort Hotel,1,2,2,70.75
Resort Hotel,1,2,2,70.75
Resort Hotel,1,2,2,110.75
Resort Hotel,1,2,2,8
Resort Hotel,1,2,2,95
Resort Hotel,1,2,2,115
Resort Hotel,1,2,2,68
Resort Hotel,1,2,2,68
Resort Hotel,1,2,2,68
Resort Hotel,1,2,2,115.75
Resort Hotel,1,2,2,110.75
Resort Hotel,1,2,2,70.75
Resort Hotel,1,2,2,70.75
Resort Hotel,1,2,2,90
Resort Hotel,1,2,2,75
Resort Hotel,1,2,2,118
Resort Hotel,1,2,2,78
Resort Hotel,1,2,2,70.75
Resort Hotel,1,2,3,65
Resort Hotel,1,2,3,65
Resort Hotel,1,2,3,65
Resort Hotel,1,2,3,65
Resort Hotel,1,2,3,65
Resort Hotel,1,2,3,65
Resort Hotel,1,2,3,65
Resort Hotel,1,2,2,85
Resort Hotel,1,2,2,68
Resort Hotel,1,2,2,68
Resort Hotel,1,2,2,68
Resort Hotel,1,2,2,70.75
Resort Hotel,1,2,4,88
Resort Hotel,1,2,5,68
Resort Hotel,1,2,5,49.57
Resort Hotel,1,2,1,46
Resort Hotel,1,2,2,60
Resort Hotel,1,2,2,120
Resort Hotel,1,2,2,48
Resort Hotel,1,2,3,48
Resort Hotel,1,2,2,46
Resort Hotel,1,2,3,58
Resort Hotel,1,2,3,58
Resort Hotel,1,2,4,98
Resort Hotel,1,2,3,58
Resort Hotel,1,1,1,8
Resort Hotel,1,1,1,60
Resort Hotel,1,1,1,58
Resort Hotel,1,1,1,75
Resort Hotel,1,1,1,60
Resort Hotel,1,1,2,51
Resort Hotel,1,1,2,60
Resort Hotel,1,1,2,105
Resort Hotel,1,1,2,90
Resort Hotel,1,1,3,48
Resort Hotel,1,1,3,49
Resort Hotel,1,1,3,58
Resort Hotel,1,1,3,58
Resort Hotel,1,1,3,68
Resort Hotel,1,1,5,98
Resort Hotel,1,2,5,106.2
Resort Hotel,1,2,5,85.74
Resort Hotel,1,2,5,61.2
Resort Hotel,1,2,5,76.2
Resort Hotel,1,2,5,63
Resort Hotel,1,0,1,40
Resort Hotel,1,0,1,42
Resort Hotel,1,0,1,40
Resort Hotel,0,0,1,48
Resort Hotel,1,0,4,92.5
Resort Hotel,1,0,5,166
Resort Hotel,1,0,5,90
Resort Hotel,1,2,7,59.16
Resort Hotel,1,2,7,161.67
Resort Hotel,0,0,1,63
Resort Hotel,1,0,2,70
Resort Hotel,1,0,3,60
Resort Hotel,1,0,4,98
Resort Hotel,1,2,5,45.86
Resort Hotel,1,2,5,59.66
Resort Hotel,1,2,5,79.84
Resort Hotel,1,2,5,46.51
Resort Hotel,1,2,5,70
Resort Hotel,1,2,5,79.84
Resort Hotel,1,2,6,37.2
Resort Hotel,1,2,6,58.05
Resort Hotel,1,2,6,74.04
Resort Hotel,1,2,6,37.2
Resort Hotel,1,2,6,74.04
Resort Hotel,1,2,6,58.05
Resort Hotel,1,2,6,37.2
Resort Hotel,1,2,6,74.04
Resort Hotel,1,2,6,58.05
Resort Hotel,1,0,1,52.8
Resort Hotel,1,0,1,52.8
Resort Hotel,1,0,1,50
Resort Hotel,1,0,2,75
Resort Hotel,1,0,3,78
Resort Hotel,1,0,3,58
Resort Hotel,1,0,3,58
Resort Hotel,1,0,3,78
Resort Hotel,1,0,3,70
Resort Hotel,1,0,3,70
Resort Hotel,1,0,3,58
Resort Hotel,1,0,3,78
Resort Hotel,1,0,3,75
Resort Hotel,1,1,3,54
Resort Hotel,1,1,3,70.75
Resort Hotel,1,2,3,88
Resort Hotel,1,2,4,116
Resort Hotel,1,2,5,53.79
Resort Hotel,1,2,5,55.25
Resort Hotel,1,2,5,55.25
Resort Hotel,1,2,5,55.43
Resort Hotel,1,2,5,66.02
Resort Hotel,1,2,5,66.02
Resort Hotel,1,2,5,55.25
Resort Hotel,1,2,5,55.25
Resort Hotel,1,2,5,55.25
Resort Hotel,1,2,5,55.25
Resort Hotel,1,2,5,66.02
Resort Hotel,1,2,5,53.79
Resort Hotel,1,2,5,55.25
Resort Hotel,1,2,5,68.49
Resort Hotel,1,2,5,55.25
Resort Hotel,1,2,5,46.88
Resort Hotel,1,2,5,55.25
Resort Hotel,1,2,5,65.43
Resort Hotel,1,0,1,36
Resort Hotel,1,0,1,73
Resort Hotel,1,0,1,0
Resort Hotel,1,0,1,73
Resort Hotel,1,0,1,48
Resort Hotel,1,0,1,68
Resort Hotel,1,0,1,48
Resort Hotel,0,0,2,68
Resort Hotel,0,0,2,44
Resort Hotel,1,0,2,36
Resort Hotel,1,1,2,98
Resort Hotel,1,2,2,57.55
Resort Hotel,1,2,2,70
Resort Hotel,1,2,2,48.95
Resort Hotel,1,2,4,84.4
Resort Hotel,1,2,4,59.75
Resort Hotel,1,2,5,42.56
Resort Hotel,1,2,5,63.03
Resort Hotel,1,2,5,41.27
Resort Hotel,1,2,5,63.03
Resort Hotel,1,2,5,63.03
Resort Hotel,1,2,5,63.03
Resort Hotel,1,2,5,42.56
Resort Hotel,1,2,7,43
Resort Hotel,0,0,1,36
Resort Hotel,0,0,1,44
Resort Hotel,0,0,1,44
Resort Hotel,1,0,1,71
Resort Hotel,1,0,1,36
Resort Hotel,1,0,1,88
Resort Hotel,1,0,1,38
Resort Hotel,1,0,1,0
Resort Hotel,1,1,1,76.5
Resort Hotel,1,1,1,74
Resort Hotel,1,2,1,114.73
Resort Hotel,1,2,1,71.23
Resort Hotel,1,2,1,85.73
Resort Hotel,1,2,1,65.27
Resort Hotel,1,2,2,112
Resort Hotel,1,2,4,61.52
Resort Hotel,1,2,5,103.57
Resort Hotel,1,2,5,95.71
Resort Hotel,1,2,5,48.86
Resort Hotel,1,2,5,41.29
Resort Hotel,1,2,5,42.29
Resort Hotel,1,2,6,50.1
Resort Hotel,1,1,0,63
Resort Hotel,1,1,0,76
Resort Hotel,1,1,0,63
Resort Hotel,1,1,0,63
Resort Hotel,1,2,0,38
Resort Hotel,1,2,1,44.53
Resort Hotel,1,2,2,78
Resort Hotel,1,2,2,64.1
Resort Hotel,1,2,5,49.17
Resort Hotel,1,2,5,58.57
Resort Hotel,1,4,6,94.8
Resort Hotel,1,1,4,82.8
Resort Hotel,1,1,4,54
Resort Hotel,1,1,4,48
Resort Hotel,1,2,5,30.86
Resort Hotel,1,2,5,46.8
Resort Hotel,1,2,5,38.4
Resort Hotel,1,2,5,93.57
Resort Hotel,1,2,5,80.57
Resort Hotel,1,2,5,38.03
Resort Hotel,1,2,5,37.8
Resort Hotel,1,2,5,32.23
Resort Hotel,1,0,1,75
Resort Hotel,1,0,2,46
Resort Hotel,1,0,2,46
Resort Hotel,1,0,2,46
Resort Hotel,1,0,2,46
Resort Hotel,1,0,2,63
Resort Hotel,1,0,2,46
Resort Hotel,1,0,2,46
Resort Hotel,1,0,2,46
Resort Hotel,1,0,2,46
Resort Hotel,1,0,2,46
Resort Hotel,1,0,2,46
Resort Hotel,1,0,2,46
Resort Hotel,1,0,2,46
Resort Hotel,1,0,2,46
Resort Hotel,1,0,2,46
Resort Hotel,1,0,2,46
Resort Hotel,1,0,2,46
Resort Hotel,1,0,2,46
Resort Hotel,1,0,2,46
Resort Hotel,1,2,5,37.8
Resort Hotel,1,2,5,37.8
Resort Hotel,1,0,2,37.8
Resort Hotel,1,0,2,37.8
Resort Hotel,1,0,2,37.8
Resort Hotel,1,0,2,37.8
Resort Hotel,1,0,3,55.8
Resort Hotel,1,1,4,37.8
Resort Hotel,1,2,5,37.8
Resort Hotel,1,2,5,42.1
Resort Hotel,1,2,5,95.91
Resort Hotel,1,0,1,38
Resort Hotel,1,0,1,38
Resort Hotel,1,0,1,38
Resort Hotel,1,0,1,38
Resort Hotel,1,0,1,38
Resort Hotel,1,0,1,38
Resort Hotel,1,0,1,38
Resort Hotel,1,0,1,38
Resort Hotel,1,0,1,38
Resort Hotel,1,0,1,38
Resort Hotel,1,0,1,38
Resort Hotel,1,0,1,38
Resort Hotel,1,0,1,38
Resort Hotel,1,0,1,38
Resort Hotel,1,0,1,38
Resort Hotel,1,0,1,38
Resort Hotel,1,1,3,55.8
Resort Hotel,1,2,3,55.8
Resort Hotel,1,2,5,37.8
Resort Hotel,1,2,8,73.8
Resort Hotel,1,0,1,70
Resort Hotel,1,0,1,37.8
Resort Hotel,1,0,2,64.8
Resort Hotel,1,0,2,64.8
Resort Hotel,1,0,2,86
Resort Hotel,1,0,2,64.8
Resort Hotel,1,1,2,84.6
Resort Hotel,1,1,2,54.98
Resort Hotel,1,0,1,54
Resort Hotel,1,1,1,37.8
Resort Hotel,1,1,1,37.8
Resort Hotel,1,1,1,37.8
Resort Hotel,1,1,1,0
Resort Hotel,1,1,1,54
Resort Hotel,1,2,1,30
Resort Hotel,1,2,1,30
Resort Hotel,1,2,1,30
Resort Hotel,1,2,1,55.8
Resort Hotel,1,2,1,30
Resort Hotel,1,2,1,30
Resort Hotel,1,2,1,30
Resort Hotel,1,2,1,30
Resort Hotel,1,2,1,55.8
Resort Hotel,1,2,1,30
Resort Hotel,1,2,1,30
Resort Hotel,1,2,1,30
Resort Hotel,1,2,1,30
Resort Hotel,1,2,1,30
Resort Hotel,1,2,1,55.8
Resort Hotel,1,2,1,30
Resort Hotel,1,2,1,30
Resort Hotel,1,2,1,30
Resort Hotel,1,2,1,30
Resort Hotel,1,2,5,82.8
Resort Hotel,1,2,5,82.8
Resort Hotel,1,2,5,73.8
Resort Hotel,1,2,5,88.96
Resort Hotel,1,1,0,43.2
Resort Hotel,1,1,0,43.2
Resort Hotel,1,2,0,55.8
Resort Hotel,1,2,3,37.8
Resort Hotel,1,2,4,37.8
Resort Hotel,1,2,5,35.1
Resort Hotel,1,3,5,55.8
Resort Hotel,1,2,5,37.8
Resort Hotel,1,1,0,85
Resort Hotel,1,1,0,85
Resort Hotel,1,1,0,42
Resort Hotel,1,1,2,55.13
Resort Hotel,1,1,4,40.66
Resort Hotel,1,1,4,33.26
Resort Hotel,1,1,5,51.84
Resort Hotel,1,2,5,26.93
Resort Hotel,1,0,3,67.5
Resort Hotel,1,0,3,46.8
Resort Hotel,1,0,3,46.8
Resort Hotel,1,0,3,37.8
Resort Hotel,1,0,4,46.8
Resort Hotel,1,1,5,37.8
Resort Hotel,1,2,5,96
Resort Hotel,1,4,11,73.8
Resort Hotel,1,0,1,30
Resort Hotel,1,2,4,37.8
Resort Hotel,1,0,1,55.8
Resort Hotel,1,0,3,73.8
Resort Hotel,1,0,3,64.8
Resort Hotel,1,0,3,37.8
Resort Hotel,1,0,3,82
Resort Hotel,1,2,3,37.8
Resort Hotel,1,2,3,37.8
Resort Hotel,1,2,3,30.24
Resort Hotel,1,2,3,37.8
Resort Hotel,1,2,3,37.8
Resort Hotel,1,1,3,37.8
Resort Hotel,1,2,3,37.8
Resort Hotel,1,2,3,37.8
Resort Hotel,1,2,3,37.8
Resort Hotel,1,2,5,66
Resort Hotel,1,0,2,37.8
Resort Hotel,1,0,2,37.8
Resort Hotel,1,0,2,37.8
Resort Hotel,1,0,2,46.8
Resort Hotel,1,0,2,73.8
Resort Hotel,1,1,2,50.4
Resort Hotel,1,2,2,37.8
Resort Hotel,1,2,2,37.8
Resort Hotel,1,2,2,37.8
Resort Hotel,1,2,3,37.8
Resort Hotel,1,2,4,49.9
Resort Hotel,1,2,6,37.8
Resort Hotel,1,0,1,87
Resort Hotel,1,0,1,66
Resort Hotel,1,0,1,64.8
Resort Hotel,1,0,1,39
Resort Hotel,1,0,1,37.8
Resort Hotel,1,2,1,37.8
Resort Hotel,1,2,1,44.64
Resort Hotel,1,2,2,40.81
Resort Hotel,1,2,2,64.8
Resort Hotel,1,2,2,40.81
Resort Hotel,1,2,2,36.84
Resort Hotel,1,2,3,37.8
Resort Hotel,1,2,3,37.8
Resort Hotel,1,2,4,37.8
Resort Hotel,1,2,5,46.8
Resort Hotel,1,9,21,37.7
Resort Hotel,1,9,21,37.7
Resort Hotel,1,1,0,57.28
Resort Hotel,1,1,0,65
Resort Hotel,1,1,1,60
Resort Hotel,1,1,1,88
Resort Hotel,1,1,3,56
Resort Hotel,1,1,3,45
Resort Hotel,1,3,5,55.8
Resort Hotel,1,3,7,37.8
Resort Hotel,1,0,4,41.18
Resort Hotel,1,0,1,37.8
Resort Hotel,1,0,2,55.8
Resort Hotel,1,0,2,38.7
Resort Hotel,1,0,1,55.8
Resort Hotel,1,0,3,62
Resort Hotel,1,0,3,37.8
Resort Hotel,1,1,3,34
Resort Hotel,1,1,3,34
Resort Hotel,1,1,3,37.8
Resort Hotel,1,1,3,37.8
Resort Hotel,1,1,3,34
Resort Hotel,1,1,3,37.8
Resort Hotel,1,2,3,55.8
Resort Hotel,1,2,5,55.8
Resort Hotel,1,2,5,43
Resort Hotel,1,0,1,54
Resort Hotel,1,0,2,63
Resort Hotel,1,0,2,46.96
Resort Hotel,1,0,2,37.8
Resort Hotel,1,0,2,37.8
Resort Hotel,1,0,2,37
Resort Hotel,1,0,2,37.8
Resort Hotel,1,1,2,64
Resort Hotel,1,2,5,56.83
Resort Hotel,0,2,5,42.4
Resort Hotel,1,1,1,37.8
Resort Hotel,1,1,1,37.8
Resort Hotel,1,2,3,73.8
Resort Hotel,1,2,5,48
Resort Hotel,1,2,5,55.8
Resort Hotel,1,2,1,43
Resort Hotel,1,2,4,65.83
Resort Hotel,1,0,0,0
Resort Hotel,1,1,0,82
Resort Hotel,1,1,0,56.16
Resort Hotel,1,1,1,55.8
Resort Hotel,1,1,3,46.8
Resort Hotel,1,1,3,84.6
Resort Hotel,1,1,3,32
Resort Hotel,1,1,4,59.64
Resort Hotel,1,1,4,55.8
Resort Hotel,1,1,5,55.8
Resort Hotel,1,0,1,78
Resort Hotel,1,0,1,55
Resort Hotel,1,0,1,43
Resort Hotel,1,2,6,55.8
Resort Hotel,1,0,1,30
Resort Hotel,1,0,1,30
Resort Hotel,1,0,1,35
Resort Hotel,1,0,1,43.65
Resort Hotel,1,0,4,46.8
Resort Hotel,1,2,5,84.6
Resort Hotel,1,0,3,37.8
Resort Hotel,1,0,3,55.8
Resort Hotel,1,0,3,55.8
Resort Hotel,1,0,3,55.8
Resort Hotel,1,0,3,37.8
Resort Hotel,1,0,3,37.8
Resort Hotel,1,1,3,37.8
Resort Hotel,1,0,1,56
Resort Hotel,1,0,2,69.66
Resort Hotel,1,0,2,42
Resort Hotel,1,0,2,46.8
Resort Hotel,1,1,2,37.8
Resort Hotel,1,1,2,82
Resort Hotel,1,1,2,48
Resort Hotel,1,1,2,45.36
Resort Hotel,1,0,1,37.8
Resort Hotel,1,0,1,135
Resort Hotel,1,1,1,45.36
Resort Hotel,1,2,1,30
Resort Hotel,1,2,1,30
Resort Hotel,1,2,1,30
Resort Hotel,1,2,1,30
Resort Hotel,1,2,1,30
Resort Hotel,1,2,1,30
Resort Hotel,1,2,1,30
Resort Hotel,1,2,1,30
Resort Hotel,1,2,1,30
Resort Hotel,1,2,1,30
Resort Hotel,1,2,1,30
Resort Hotel,1,2,1,30
Resort Hotel,1,2,1,30
Resort Hotel,1,2,1,30
Resort Hotel,1,2,1,30
Resort Hotel,1,2,1,30
Resort Hotel,1,2,5,37.8
Resort Hotel,1,2,5,37.8
Resort Hotel,1,2,5,33.6
Resort Hotel,1,1,0,49.75
Resort Hotel,1,2,0,46.8
Resort Hotel,1,2,1,43
Resort Hotel,1,2,3,57.55
Resort Hotel,1,1,0,56
Resort Hotel,1,1,3,32
Resort Hotel,1,0,1,56
Resort Hotel,1,0,2,50
Resort Hotel,1,0,2,8
Resort Hotel,1,0,2,50
Resort Hotel,1,0,2,50
Resort Hotel,1,0,2,50
Resort Hotel,1,0,3,43
Resort Hotel,1,1,5,36.04
Resort Hotel,1,0,1,0
Resort Hotel,1,0,1,43
Resort Hotel,1,0,3,54
Resort Hotel,1,2,5,58.4
Resort Hotel,1,0,2,8
Resort Hotel,1,0,3,54
Resort Hotel,1,0,2,63
Resort Hotel,1,0,1,60
Resort Hotel,1,0,2,66
Resort Hotel,1,0,3,39.9
Resort Hotel,1,1,3,55.8
Resort Hotel,1,1,3,55.8
Resort Hotel,1,0,3,60
Resort Hotel,1,0,2,76.95
Resort Hotel,1,0,2,116.6
Resort Hotel,1,0,2,85.5
Resort Hotel,1,0,2,57.5
Resort Hotel,1,0,2,43.92
Resort Hotel,1,0,1,64
Resort Hotel,1,0,1,64
Resort Hotel,1,0,1,56
Resort Hotel,1,0,1,64
Resort Hotel,1,0,1,64
Resort Hotel,1,0,1,64
Resort Hotel,1,0,1,64
Resort Hotel,1,0,1,64
Resort Hotel,1,0,1,64
Resort Hotel,1,0,1,64
Resort Hotel,1,0,1,64
Resort Hotel,1,0,1,64
Resort Hotel,1,2,1,72
Resort Hotel,1,2,1,72
Resort Hotel,1,2,1,72
Resort Hotel,1,2,1,72
Resort Hotel,1,2,1,72
Resort Hotel,1,2,1,72
Resort Hotel,1,2,1,72
Resort Hotel,1,2,1,72
Resort Hotel,1,2,1,72
Resort Hotel,1,2,1,72
Resort Hotel,1,2,1,72
Resort Hotel,1,2,1,72
Resort Hotel,1,2,1,72
Resort Hotel,1,2,1,72
Resort Hotel,1,2,1,72
Resort Hotel,1,2,1,72
Resort Hotel,1,2,1,72
Resort Hotel,1,2,1,72
Resort Hotel,1,2,1,72
Resort Hotel,1,2,1,72
Resort Hotel,1,2,1,72
Resort Hotel,1,2,1,72
Resort Hotel,1,2,1,72
Resort Hotel,1,2,1,72
Resort Hotel,1,2,1,72
Resort Hotel,1,2,1,72
Resort Hotel,1,2,1,72
Resort Hotel,1,2,1,72
Resort Hotel,1,2,1,72
Resort Hotel,1,2,1,72
Resort Hotel,1,2,2,30.6
Resort Hotel,1,1,2,84
Resort Hotel,1,1,2,84
Resort Hotel,1,1,2,44.33
Resort Hotel,1,1,2,0
Resort Hotel,1,1,2,84
Resort Hotel,1,1,2,84
Resort Hotel,1,1,2,84
Resort Hotel,1,1,2,42
Resort Hotel,1,1,3,39.38
Resort Hotel,1,1,4,48
Resort Hotel,1,1,4,39.06
Resort Hotel,0,0,1,34
Resort Hotel,1,0,1,63
Resort Hotel,1,0,2,136
Resort Hotel,1,0,3,37.8
Resort Hotel,1,0,3,55.8
Resort Hotel,1,0,4,54
Resort Hotel,1,0,5,37.8
Resort Hotel,1,0,4,120.5
Resort Hotel,1,0,4,33.3
Resort Hotel,1,0,4,86.4
Resort Hotel,1,0,4,96
Resort Hotel,1,1,4,56
Resort Hotel,1,1,4,57.6
Resort Hotel,1,0,1,43
Resort Hotel,1,0,1,65
Resort Hotel,1,0,3,80
Resort Hotel,1,0,1,43
Resort Hotel,1,0,3,80
Resort Hotel,1,0,3,80
Resort Hotel,1,0,3,80
Resort Hotel,1,0,3,80
Resort Hotel,1,0,3,80
Resort Hotel,1,0,3,80
Resort Hotel,1,0,3,80
Resort Hotel,1,0,3,80
Resort Hotel,1,0,3,80
Resort Hotel,1,0,3,80
Resort Hotel,1,0,3,54
Resort Hotel,1,0,3,42
Resort Hotel,1,1,3,37.8
Resort Hotel,1,1,3,37.8
Resort Hotel,1,2,8,46.8
Resort Hotel,1,4,10,50.2
Resort Hotel,1,0,2,26.64
Resort Hotel,1,0,2,42
Resort Hotel,1,2,6,70.07
Resort Hotel,1,0,1,65
Resort Hotel,1,0,1,73
Resort Hotel,1,0,1,37.8
Resort Hotel,1,1,1,72
Resort Hotel,1,1,1,72
Resort Hotel,1,1,1,78
Resort Hotel,1,2,1,52
Resort Hotel,1,2,3,68
Resort Hotel,1,1,0,63
Resort Hotel,1,2,0,87
Resort Hotel,1,2,5,55.8
Resort Hotel,1,1,0,39
Resort Hotel,1,1,0,39
Resort Hotel,1,1,4,78
Resort Hotel,1,5,13,41.4
Resort Hotel,1,0,1,4
Resort Hotel,1,8,20,47.57
Resort Hotel,1,0,2,44
Resort Hotel,1,0,2,37.8
Resort Hotel,1,0,2,37.8
Resort Hotel,1,0,3,43
Resort Hotel,1,1,3,48
Resort Hotel,1,2,5,82.8
Resort Hotel,1,0,1,43
Resort Hotel,1,0,2,43
Resort Hotel,1,0,2,35.12
Resort Hotel,1,2,2,73.8
Resort Hotel,1,1,2,66
Resort Hotel,1,1,2,64
Resort Hotel,1,0,1,95
Resort Hotel,1,0,1,63
Resort Hotel,1,0,1,64.8
Resort Hotel,1,1,1,27
Resort Hotel,1,1,1,43
Resort Hotel,1,1,1,27
Resort Hotel,1,1,1,43
Resort Hotel,1,2,2,37.8
Resort Hotel,1,2,2,43
Resort Hotel,1,2,3,93
Resort Hotel,1,2,3,48
Resort Hotel,1,2,6,37.8
Resort Hotel,1,3,6,86.22
Resort Hotel,1,6,12,38.67
Resort Hotel,1,6,12,34.8
Resort Hotel,1,2,2,56
Resort Hotel,1,2,2,43
Resort Hotel,1,2,5,83.06
Resort Hotel,1,3,5,42
Resort Hotel,1,1,0,48
Resort Hotel,1,1,1,43
Resort Hotel,1,1,2,144.57
Resort Hotel,1,1,2,64.4
Resort Hotel,1,1,3,64.8
Resort Hotel,1,3,8,39
Resort Hotel,1,5,14,116.53
Resort Hotel,1,0,1,30
Resort Hotel,1,0,1,48
Resort Hotel,1,0,1,30
Resort Hotel,1,0,1,82
Resort Hotel,1,0,4,97
Resort Hotel,1,0,4,87
Resort Hotel,1,2,5,55.8
Resort Hotel,1,2,5,37.8
Resort Hotel,1,2,7,88.4
Resort Hotel,1,2,7,88.4
Resort Hotel,1,2,7,88.4
Resort Hotel,1,2,7,88.4
Resort Hotel,1,2,7,88.4
Resort Hotel,1,0,1,43
Resort Hotel,1,0,1,55.8
Resort Hotel,1,0,1,43
Resort Hotel,1,1,4,55.8
Resort Hotel,1,2,4,37.8
Resort Hotel,1,2,4,37.8
Resort Hotel,1,2,4,55.8
Resort Hotel,1,4,11,50
Resort Hotel,1,0,1,47.4
Resort Hotel,1,0,2,97
Resort Hotel,1,0,3,82.8
Resort Hotel,1,1,3,55.8
Resort Hotel,1,2,3,55.8
Resort Hotel,1,2,3,55.8
Resort Hotel,1,2,3,55.8
Resort Hotel,1,2,3,55.8
Resort Hotel,1,2,3,55.8
Resort Hotel,1,2,3,50.22
Resort Hotel,1,2,3,55.8
Resort Hotel,1,2,3,55.8
Resort Hotel,1,2,4,46.8
Resort Hotel,1,4,8,57.23
Resort Hotel,1,4,9,56.42
Resort Hotel,1,0,1,27
Resort Hotel,1,0,2,57.53
Resort Hotel,1,1,2,64
Resort Hotel,1,2,2,103
Resort Hotel,1,2,2,103
Resort Hotel,1,2,2,37.4
