arrival_date_year,arrival_date_month,arrival_date_day_of_month
2017,August,14
2017,August,14
2017,August,14
2017,August,14
2017,August,14
2017,August,14
2017,August,14
2017,August,14
2017,August,14
2017,August,14
2017,August,14
2017,August,14
2017,August,14
2017,August,14
2017,August,14
2017,August,14
2017,August,14
2017,August,14
2017,August,14
2017,August,14
2017,August,14
2017,August,14
2017,August,15
2017,August,15
2017,August,15
2017,August,15
2017,August,15
2017,August,15
2017,August,15
2017,August,15
2017,August,15
2017,August,15
2017,August,15
2017,August,15
2017,August,15
2017,August,15
2017,August,15
2017,August,15
2017,August,15
2017,August,15
2017,August,15
2017,August,15
2017,August,16
2017,August,16
2017,August,16
2017,August,16
2017,August,16
2017,August,16
2017,August,16
2017,August,16
2017,August,16
2017,August,16
2017,August,16
2017,August,16
2017,August,16
2017,August,16
2017,August,16
2017,August,16
2017,August,17
2017,August,17
2017,August,17
2017,August,17
2017,August,17
2017,August,17
2017,August,17
2017,August,17
2017,August,17
2017,August,17
2017,August,17
2017,August,17
2017,August,17
2017,August,17
2017,August,17
2017,August,17
2017,August,17
2017,August,17
2017,August,17
2017,August,17
2017,August,17
2017,August,17
2017,August,17
2017,August,17
2017,August,17
2017,August,17
2017,August,17
2017,August,17
2017,August,17
2017,August,17
2017,August,17
2017,August,17
2017,August,17
2017,August,17
2017,August,17
2017,August,17
2017,August,17
2017,August,17
2017,August,17
2017,August,17
2017,August,17
2017,August,17
2017,August,17
2017,August,17
2017,August,17
2017,August,18
2017,August,18
2017,August,18
2017,August,18
2017,August,18
2017,August,18
2017,August,18
2017,August,18
2017,August,18
2017,August,18
2017,August,18
2017,August,18
2017,August,18
2017,August,18
2017,August,18
2017,August,18
2017,August,18
2017,August,18
2017,August,18
2017,August,18
2017,August,18
2017,August,18
2017,August,18
2017,August,19
2017,August,19
2017,August,19
2017,August,19
2017,August,19
2017,August,19
2017,August,19
2017,August,19
2017,August,19
2017,August,19
2017,August,19
2017,August,19
2017,August,19
2017,August,19
2017,August,19
2017,August,19
2017,August,19
2017,August,19
2017,August,19
2017,August,19
2017,August,19
2017,August,19
2017,August,19
2017,August,19
2017,August,19
2017,August,19
2017,August,20
2017,August,20
2017,August,20
2017,August,20
2017,August,20
2017,August,20
2017,August,20
2017,August,20
2017,August,20
2017,August,20
2017,August,20
2017,August,20
2017,August,20
2017,August,20
2017,August,20
2017,August,20
2017,August,20
2017,August,20
2017,August,20
2017,August,20
2017,August,20
2017,August,20
2017,August,21
2017,August,21
2017,August,21
2017,August,21
2017,August,21
2017,August,21
2017,August,21
2017,August,21
2017,August,21
2017,August,21
2017,August,21
2017,August,21
2017,August,21
2017,August,21
2017,August,21
2017,August,21
2017,August,21
2017,August,21
2017,August,21
2017,August,21
2017,August,21
2017,August,21
2017,August,21
2017,August,21
2017,August,21
2017,August,21
2017,August,22
2017,August,22
2017,August,22
2017,August,22
2017,August,22
2017,August,22
2017,August,22
2017,August,23
2017,August,23
2017,August,23
2017,August,23
2017,August,23
2017,August,23
2017,August,23
2017,August,23
2017,August,23
2017,August,23
2017,August,23
2017,August,23
2017,August,24
2017,August,24
2017,August,24
2017,August,24
2017,August,24
2017,August,24
2017,August,24
2017,August,24
2017,August,24
2017,August,24
2017,August,24
2017,August,24
2017,August,24
2017,August,24
2017,August,24
2017,August,24
2017,August,24
2017,August,24
2017,August,24
2017,August,24
2017,August,24
2017,August,24
2017,August,24
2017,August,24
2017,August,24
2017,August,24
2017,August,24
2017,August,25
2017,August,25
2017,August,25
2017,August,25
2017,August,25
2017,August,25
2017,August,25
2017,August,25
2017,August,25
2017,August,25
2017,August,25
2017,August,25
2017,August,25
2017,August,25
2017,August,25
2017,August,25
2017,August,25
2017,August,26
2017,August,26
2017,August,26
2017,August,26
2017,August,26
2017,August,26
2017,August,26
2017,August,26
2017,August,26
2017,August,26
2017,August,26
2017,August,26
2017,August,26
2017,August,26
2017,August,26
2017,August,26
2017,August,26
2017,August,26
2017,August,26
2017,August,26
2017,August,26
2017,August,26
2017,August,26
2017,August,26
2017,August,26
2017,August,26
2017,August,26
2017,August,26
2017,August,26
2017,August,26
2017,August,26
2017,August,27
2017,August,27
2017,August,27
2017,August,27
2017,August,27
2017,August,27
2017,August,27
2017,August,27
2017,August,27
2017,August,27
2017,August,27
2017,August,27
2017,August,27
2017,August,27
2017,August,27
2017,August,27
2017,August,27
2017,August,27
2017,August,27
2017,August,27
2017,August,27
2017,August,28
2017,August,28
2017,August,28
2017,August,28
2017,August,28
2017,August,28
2017,August,28
2017,August,28
2017,August,28
2017,August,28
2017,August,28
2017,August,28
2017,August,28
2017,August,28
2017,August,28
2017,August,28
2017,August,28
2017,August,28
2017,August,28
2017,August,28
2017,August,28
2017,August,28
2017,August,28
2017,August,28
2017,August,28
2017,August,28
2017,August,28
2017,August,28
2017,August,28
2017,August,28
2017,August,28
2017,August,28
2017,August,28
2017,August,28
2017,August,28
2017,August,28
2017,August,28
2017,August,29
2017,August,29
2017,August,29
2017,August,29
2017,August,29
2017,August,29
2017,August,29
2017,August,29
2017,August,29
2017,August,29
2017,August,29
2017,August,29
2017,August,29
2017,August,29
2017,August,30
2017,August,30
2017,August,30
2017,August,30
2017,August,30
2017,August,30
2017,August,30
2017,August,30
2017,August,30
2017,August,30
2017,August,30
2017,August,30
2017,August,30
2017,August,31
2017,August,31
2017,August,31
2017,August,31
2017,August,31
2017,August,31
2017,August,31
2017,August,31
2017,August,31
2017,August,31
2017,August,31
2017,August,31
2017,August,31
2017,August,31
2017,February,20
2016,January,26
2016,January,26
2016,February,2
2016,November,14
2017,January,17
2017,February,21
2017,August,1
2016,September,13
2017,February,20
2016,March,14
2016,March,21
2016,June,21
2016,September,27
2017,April,18
2017,July,11
2016,July,15
2017,July,15
2016,September,22
2015,September,6
2016,September,4
2017,June,5
2015,December,29
2017,April,15
2016,April,7
2015,November,1
2015,November,25
2015,December,22
2016,January,18
2016,April,5
2015,August,1
2016,August,2
2017,August,1
2017,July,21
2015,August,24
2016,July,16
2015,November,25
2016,February,23
2016,April,12
2016,January,26
2016,April,6
2016,September,12
2016,November,10
2017,January,29
2017,March,13
2017,April,17
2017,July,24
2016,April,6
2016,July,12
2016,September,20
2015,November,5
2016,January,26
2016,March,8
2016,April,5
2016,June,1
2016,September,27
2016,November,9
2016,December,14
2017,February,1
2017,March,14
2017,May,30
2017,June,19
2017,January,23
2016,September,9
2017,January,12
2017,March,29
2017,June,1
2017,April,20
2017,May,15
2017,July,11
2017,February,20
2017,April,26
2017,July,26
2017,June,23
2015,September,25
2016,September,19
2017,April,13
2015,August,29
2016,July,29
2016,September,3
2017,July,28
2016,February,6
2016,April,20
2015,September,3
2016,February,18
2016,December,15
2016,July,9
2017,July,1
2016,November,9
2016,January,19
2016,June,20
2016,November,9
2017,January,24
2017,February,13
2017,February,21
2017,March,2
2017,April,26
2017,May,31
2017,June,12
2017,January,24
2016,June,13
2017,April,21
2015,December,30
2016,April,22
2017,August,29
2017,June,20
2016,March,22
2016,June,16
2017,January,25
2017,February,8
2017,May,8
2017,February,20
2016,September,24
2016,November,2
2016,March,28
2016,August,27
2015,December,23
2016,June,25
2016,December,23
2017,June,10
2016,January,6
2016,February,17
2016,March,10
2016,April,5
2016,April,20
2016,September,28
2017,January,24
2017,February,7
2017,February,8
2017,March,8
2017,March,15
2017,March,30
2017,June,1
2016,September,21
2015,September,23
2015,November,26
2016,April,14
2016,September,29
2017,January,26
2017,June,7
2017,July,1
2015,July,4
2017,January,31
2016,December,14
2017,January,9
2017,July,11
2017,April,4
2017,July,1
2016,August,27
2015,November,27
2016,November,27
2017,February,4
2016,October,21
2017,August,12
2017,March,29
2015,December,9
2017,July,21
2017,August,4
2017,August,18
2015,August,23
2016,March,28
2016,August,24
2017,April,9
2016,February,10
2016,September,15
2016,September,26
2015,September,19
2016,April,25
2016,September,17
2016,September,29
2017,May,24
2017,April,11
2016,February,24
2017,March,2
2017,June,1
2016,September,14
2015,November,6
2015,November,10
2015,November,12
2016,February,24
2016,April,19
2016,June,12
2015,December,9
2016,April,18
2016,April,29
2016,July,30
2016,September,30
2016,December,6
2017,April,27
2016,December,14
2017,June,22
2016,May,16
2016,November,22
2017,January,7
2017,May,2
2017,April,13
2015,July,26
2016,July,17
2017,July,16
2017,March,7
2017,April,18
2017,January,9
2015,November,26
2016,January,11
2015,October,9
2017,June,9
2016,December,2
2016,August,11
2017,August,10
2016,September,5
2016,August,29
2016,January,20
2016,May,10
2016,January,14
2016,March,2
2017,February,7
2017,February,21
2017,March,16
2016,January,25
2016,March,29
2015,July,3
2016,July,8
2017,July,1
2016,November,29
2015,December,21
2016,February,2
2016,December,5
2015,November,19
2015,November,20
2017,February,24
2015,September,27
2015,December,27
2016,February,27
2016,July,16
2016,September,19
2016,May,5
2017,January,19
2016,February,24
2016,January,15
2016,January,28
2016,April,15
2016,May,31
2016,January,20
2016,February,18
2016,May,4
2016,June,2
2017,January,26
2017,April,5
2016,September,23
2016,March,9
2016,March,20
2016,May,22
2016,September,25
2016,November,14
2016,December,5
2016,December,19
2017,February,21
2017,March,13
2017,April,17
2017,May,8
2017,June,11
2017,July,24
2015,August,22
2015,September,11
2016,September,16
2015,September,15
2016,June,9
2016,June,12
2016,October,2
2017,June,1
2015,October,27
2015,November,24
2016,June,20
2016,July,20
2017,February,20
2017,March,21
2015,November,3
2016,February,18
2016,March,9
2016,June,28
2017,April,18
2017,April,20
2016,March,28
2015,October,16
2016,February,1
2016,February,25
2015,July,4
2017,May,23
2015,September,3
2017,February,25
2017,January,14
2017,July,13
2017,April,26
2017,June,20
2015,July,12
2017,June,10
2015,July,17
2017,January,29
2017,January,30
2017,January,30
2017,July,23
2015,November,5
2015,December,3
2016,January,13
2017,January,25
2017,March,29
2017,July,17
2016,August,31
2017,July,8
2017,May,22
2015,July,17
2015,October,29
2016,October,29
2017,August,3
2015,August,8
2017,August,6
2017,August,21
2017,July,2
2017,July,3
2016,September,10
2016,October,5
2017,July,28
2017,June,15
2017,April,26
2016,September,17
2015,October,11
2015,October,11
2016,June,15
2017,February,16
2017,August,22
2017,February,11
2017,February,14
2017,March,26
2015,December,2
2016,January,26
2016,December,5
2016,February,2
2016,December,22
2017,April,18
2016,January,4
2016,February,1
2016,February,29
2016,April,11
2016,May,9
2016,March,16
2016,March,19
2017,June,9
2016,February,17
2016,March,14
2017,April,8
2017,April,9
2015,October,27
2016,October,25
2015,October,28
2015,December,10
2016,January,27
2016,February,22
2016,October,26
2016,December,21
2017,January,23
2015,November,18
2016,January,19
2016,February,25
2016,March,10
2016,October,17
2015,November,26
2015,November,16
2016,June,13
2016,March,18
2015,October,14
2015,October,14
2015,November,16
2015,December,17
2017,February,1
2015,September,17
2016,April,11
2016,April,4
2016,November,28
2016,December,17
2016,December,31
2016,March,24
2017,May,6
2017,May,8
2016,May,21
2017,August,4
2015,July,9
2016,March,18
2017,May,4
2017,July,9
2017,July,10
2016,September,12
2017,June,14
2017,July,3
2016,April,1
2016,July,14
2015,July,5
2015,July,9
2016,August,30
2016,July,28
2017,July,2
2016,March,16
2017,August,12
2017,August,13
2017,May,11
2015,July,20
2016,February,3
2016,February,4
2016,June,17
2017,April,24
2017,August,11
2015,July,24
2017,August,2
2016,August,13
2015,August,18
2017,August,11
2017,August,11
2016,August,7
2017,August,6
2016,August,21
2015,September,1
2015,September,1
2016,May,4
2016,September,10
2015,November,24
2016,February,4
2016,October,26
2016,November,21
2017,January,30
2017,May,24
2016,October,18
2015,September,7
2015,July,2
2016,September,17
2016,September,11
2017,April,12
2015,September,24
2015,September,24
2016,September,29
2015,September,6
2016,September,5
2015,July,6
2017,May,22
2016,January,6
2016,September,17
2017,July,11
2017,May,15
2015,October,30
2016,October,28
2017,January,19
2015,October,26
2015,November,26
2016,November,24
2017,April,18
2015,December,22
2015,July,22
2015,September,17
2015,September,17
2015,September,17
2015,September,17
2015,September,17
2015,September,17
2015,September,17
2015,September,17
2015,September,17
2015,September,17
2015,September,17
2015,September,17
2015,September,17
2015,September,17
2015,September,17
2015,September,17
2015,September,17
2015,September,17
2015,September,17
2015,September,17
2015,September,17
2015,September,17
2015,September,17
2015,September,17
2015,September,17
2015,September,17
2015,September,17
2015,September,17
2015,September,17
2015,September,17
2015,September,17
2015,September,17
2015,September,17
2015,September,17
2015,September,17
2015,September,17
2015,September,17
2015,September,17
2015,September,17
2015,September,17
2015,September,17
2015,September,17
2015,September,17
2015,September,17
2015,September,17
2015,September,17
2015,September,17
2015,September,17
2015,September,17
2015,September,17
2015,September,17
2015,September,17
2015,September,17
2015,September,17
2015,September,17
2015,September,17
2015,September,17
2015,September,17
2015,September,17
2015,September,17
2015,September,17
2015,September,17
2015,September,17
2015,September,17
2015,September,17
2015,September,17
2015,September,17
2015,September,17
2015,September,17
2015,September,17
2015,September,17
2015,September,17
2015,September,17
2015,September,17
2015,September,17
2015,September,17
2015,September,17
2015,September,17
2015,September,17
2015,September,17
2015,September,17
2015,September,17
2015,September,17
2015,September,17
2015,September,17
2015,September,17
2015,September,17
2015,September,17
2015,September,17
2015,September,17
2015,September,15
2015,September,20
2015,August,4
2015,August,4
2015,August,8
2015,August,4
2015,October,4
2015,October,4
2015,October,4
2015,October,4
2015,October,4
2015,October,4
2015,October,4
2015,October,4
2015,October,4
2015,October,4
2015,October,4
2015,October,4
2015,October,4
2015,October,4
2015,October,4
2015,October,4
2015,October,4
2015,October,4
2015,October,4
2015,October,4
2015,October,4
2015,October,4
2015,October,4
2015,October,4
2015,October,4
2015,October,4
2015,October,4
2015,September,15
2015,September,15
2015,July,12
2015,July,29
2015,August,12
2015,August,25
2015,August,27
2015,August,1
2015,August,6
2015,August,24
2015,July,4
2015,July,18
2015,September,1
2015,August,9
2015,August,8
2015,October,20
2015,September,2
2015,September,17
2015,August,16
2015,August,11
2015,July,5
2015,July,13
2015,September,24
2015,September,15
2015,September,15
2015,September,15
2015,September,15
2015,September,15
2015,September,15
2015,September,15
2015,September,15
2015,September,15
2015,September,15
2015,September,15
2015,September,15
2015,September,15
2015,September,15
2015,September,15
2015,September,15
2015,September,15
2015,September,15
2015,September,15
2015,September,15
2015,September,15
2015,September,15
2015,September,15
2015,September,15
2015,September,15
2015,September,15
2015,September,26
2015,September,26
2015,September,26
2015,September,26
2015,September,26
2015,September,26
2015,September,26
2015,September,26
2015,September,26
2015,September,26
2015,July,4
2015,July,5
2015,November,19
2015,July,8
2015,November,26
2015,July,6
2015,July,4
2015,July,2
2015,August,4
2015,July,11
2015,July,4
2015,July,7
2015,July,19
2015,July,20
2015,July,13
2015,July,13
2015,July,7
2016,May,4
2016,June,21
2015,October,4
2015,September,24
2015,September,24
2015,September,24
2015,September,24
2015,September,24
2015,September,24
2015,September,24
2015,September,24
2015,September,24
2015,September,24
2015,September,24
2015,September,24
2015,September,24
2015,September,24
2015,September,24
2015,July,5
2016,December,8
2015,July,21
2015,August,27
2015,August,27
2015,August,27
2015,August,1
2016,March,24
2017,April,13
2015,August,15
2016,August,13
2017,August,17
2017,August,19
2015,July,2
2015,December,4
2016,March,24
2016,April,22
2016,May,25
2016,June,9
2016,October,28
2016,November,30
2016,December,7
2017,February,24
2017,April,13
2017,April,13
2017,April,21
2017,April,28
2016,April,15
2016,March,25
2016,December,30
2017,August,25
2016,March,24
2015,December,9
2016,January,21
2016,March,22
2015,September,12
2015,July,26
2015,August,15
2015,August,15
2016,March,31
2017,March,2
2017,April,5
2017,January,12
2015,August,15
2015,August,23
2015,November,16
2015,November,16
2015,July,29
2015,August,8
2015,August,1
2015,August,1
2015,July,1
2015,October,21
2016,March,29
2016,May,2
2016,May,9
2016,November,8
2016,April,9
2015,July,10
2015,October,1
2016,January,8
2016,February,26
2016,November,21
2017,February,6
2015,August,1
2015,November,18
2017,February,17
2015,October,9
2017,March,5
2017,April,22
2015,July,15
2015,July,15
2015,July,15
2015,July,15
2015,July,15
2015,July,15
2015,July,15
2015,July,15
2015,July,15
2015,July,15
2015,July,15
2015,July,15
2015,July,15
2015,July,15
2015,July,15
2015,July,15
2015,July,15
2015,July,15
2015,July,15
2015,July,15
2015,July,15
2015,July,15
2015,July,15
2015,July,15
2015,July,15
2015,September,3
2015,September,3
2015,September,3
2015,September,3
2015,September,3
2015,September,3
2015,September,3
2015,September,3
2015,September,3
2015,September,3
2015,September,3
2015,September,3
2015,September,3
2015,September,3
2015,September,3
2015,September,3
2015,September,3
2015,September,3
2015,September,3
2015,September,3
2015,September,1
2015,August,1
2017,January,29
2015,November,9
2015,November,9
2016,February,1
2016,October,24
2016,November,3
2016,October,24
2016,November,3
2015,September,13
2016,April,22
2015,December,29
2016,December,29
2015,December,30
2016,December,30
2015,October,21
2017,January,9
2015,July,16
2015,October,21
2017,January,9
2015,August,3
2015,September,7
2015,September,7
2016,May,3
2015,July,4
2015,July,18
2017,April,30
2015,July,26
2015,August,12
2015,November,12
2015,September,8
2016,May,17
2016,June,6
2016,July,13
2016,October,19
2016,November,22
2016,December,13
2017,January,4
2017,February,15
2017,March,28
2017,May,8
2017,May,2
2016,October,5
2016,December,14
2017,May,11
2016,November,16
2015,September,30
2015,July,19
2015,September,15
2015,September,24
2016,January,28
2016,February,26
2016,July,18
2017,January,31
2017,February,15
2017,March,23
2017,June,11
2015,August,22
2015,August,22
2015,December,22
2015,July,8
2015,September,10
2015,August,8
2015,October,6
2015,October,6
2015,July,18
2015,July,15
2015,August,1
2015,September,9
2016,May,11
2015,November,30
2016,May,30
2017,March,9
2015,July,7
2015,December,1
2015,July,18
2015,October,3
2015,October,3
2015,October,3
2015,October,3
2015,October,3
2015,October,3
2015,October,3
2015,October,3
2015,October,3
2015,October,3
2015,October,3
2015,October,3
2015,October,3
2015,October,3
2015,October,3
2015,October,3
2015,October,3
2015,October,3
2015,October,3
2015,October,3
2015,October,3
2015,October,3
2015,October,3
2015,October,3
2015,October,3
2015,July,7
2015,August,14
2015,August,15
2016,February,5
2016,March,24
2016,June,1
2016,July,7
2016,July,7
2016,August,12
2016,November,3
2017,February,24
2017,April,13
2017,July,9
2017,August,12
2015,July,26
2015,August,31
2015,July,11
2015,July,11
2015,July,11
2017,April,14
2015,November,20
2015,August,28
2015,August,10
2016,November,14
2017,March,20
2015,December,18
2016,March,15
2017,March,13
2016,February,4
2017,May,24
2015,July,11
2015,July,11
2015,September,2
2015,September,2
2015,September,2
2015,September,2
2015,September,2
2015,September,2
2015,September,2
2015,September,2
2015,September,2
2015,September,2
2015,September,2
2015,September,2
2015,September,2
2015,September,2
2015,September,2
2015,September,2
2015,September,2
2015,September,2
2015,September,2
2015,September,2
2015,September,2
2015,September,2
2015,September,2
2015,September,2
2015,September,12
2015,September,12
2015,September,12
2015,September,12
2015,September,12
2015,September,12
2015,September,12
2015,September,12
2015,September,12
2015,September,12
2015,September,12
2015,September,12
2015,September,12
2015,September,19
2015,September,19
2015,September,19
2015,September,19
2015,September,19
2015,September,19
2015,September,19
2015,September,26
2015,September,26
2015,September,26
2015,September,26
2015,September,26
2015,September,26
2015,September,26
2015,September,26
2015,September,26
2015,September,26
2015,September,26
2015,September,26
2015,September,26
2015,October,3
2015,October,3
2015,October,3
2015,October,3
2015,October,3
2015,October,3
2015,October,3
2017,May,22
2015,July,16
2015,August,3
2015,July,7
2016,June,1
2017,June,9
2016,November,18
2015,July,21
2016,October,29
2017,June,22
2015,November,12
2016,March,1
2016,March,14
2016,April,4
2016,April,27
2016,May,30
2016,October,25
2017,January,10
2017,March,29
2017,April,26
2017,May,16
2015,September,26
2015,September,26
2015,September,26
2015,September,26
2015,September,26
2015,September,26
2015,September,26
2015,September,26
2015,September,26
2015,November,24
2016,February,20
2015,July,22
2015,December,28
2016,January,21
2016,February,24
2016,May,11
2017,May,29
2015,October,7
2015,October,19
2015,October,26
2016,May,26
2016,November,9
2017,April,3
2017,August,3
2015,July,6
2015,July,3
2015,July,14
2016,July,19
2017,February,21
2015,November,17
2016,January,11
2016,March,8
2016,April,26
2016,July,19
2016,September,20
2016,November,15
2016,December,13
2017,January,24
2017,March,7
2017,April,18
2017,May,30
2017,March,8
2015,July,2
2016,February,4
2017,January,6
2017,January,21
2017,January,21
2017,January,28
2017,February,26
2017,June,24
2017,June,6
2015,December,30
2016,December,30
2015,July,4
2015,July,1
2015,July,1
2015,July,3
2016,July,5
2015,July,4
2015,July,5
2015,July,1
2015,September,1
2015,July,7
2015,October,8
2015,October,8
2015,October,8
2015,October,8
2015,October,8
2015,October,8
2015,October,8
2015,October,8
2015,October,8
2015,October,8
2015,October,8
2015,October,8
2015,October,8
2015,October,8
2015,October,8
2015,October,8
2015,October,8
2015,October,8
2015,October,8
2015,October,8
2015,October,8
2015,October,8
2015,October,8
2015,October,8
2015,October,8
2015,July,1
2015,July,2
2015,July,1
2015,July,1
2015,July,5
2015,September,19
2015,September,19
2015,September,19
2015,September,19
2015,September,19
2015,September,19
2015,September,19
2015,September,19
2015,September,19
2015,July,4
2015,July,2
2015,July,2
2015,July,6
2015,July,2
2015,July,5
2015,July,7
2015,July,3
2015,July,3
2015,July,9
2016,April,20
2016,December,6
2015,July,9
2016,July,15
2017,March,15
2017,March,20
2017,June,5
2015,July,4
2015,July,6
2015,July,7
2015,July,5
2015,July,10
2015,July,7
2015,July,7
2015,July,6
2015,July,8
2015,July,4
2015,July,5
2015,July,4
2015,July,7
2015,July,4
2015,July,7
2015,July,7
2015,July,7
2015,July,11
2015,July,4
2015,July,9
2015,July,5
2015,July,5
2015,July,5
2015,July,4
2015,July,4
2015,July,8
2015,July,10
2015,July,9
2015,July,9
2015,July,9
2015,July,8
2015,July,6
2015,July,2
2016,July,2
2017,June,16
2015,July,12
2015,July,12
2015,September,9
2015,July,6
2015,July,6
2015,July,6
2015,July,2
2015,July,9
2015,July,9
2015,July,4
2015,July,7
2015,August,3
2015,July,13
2015,August,2
2015,July,15
2015,July,8
2015,July,7
2015,July,7
2015,July,9
2015,July,9
2015,July,5
2015,July,2
2015,July,14
2015,July,14
2015,July,2
2015,July,9
2015,July,5
2015,July,15
2015,July,15
2015,July,10
2015,July,10
2015,July,9
2015,July,9
2015,July,11
2015,July,8
2015,July,10
2015,July,10
2015,July,13
2015,July,13
2015,July,8
2015,July,11
2015,July,15
2015,July,6
2015,July,13
2015,July,15
2015,July,17
2015,July,7
2015,July,17
2015,July,17
2015,July,15
2015,July,11
2015,July,16
2015,July,16
2015,July,11
2015,July,16
2015,July,11
2015,July,11
2015,July,17
2015,July,4
2015,July,5
2015,July,12
2015,July,16
2015,July,12
2015,July,16
2017,January,30
2015,July,16
2015,July,16
2015,July,17
2015,July,16
2015,July,5
2015,July,16
2015,July,19
2015,July,17
2015,July,13
2015,July,19
2015,July,16
2015,July,19
2015,July,19
2015,July,10
2015,July,19
2015,July,20
2015,July,11
2015,July,20
2015,July,13
2015,July,18
2015,July,18
2015,July,16
2015,July,13
2015,July,16
2015,July,16
2015,July,16
2015,July,17
2015,July,8
2015,July,14
2015,July,13
2015,July,16
2015,July,22
2015,July,16
2015,July,16
2015,July,20
2015,July,16
2015,July,20
2015,July,20
2015,July,16
2015,July,22
2015,July,23
2015,July,22
2015,July,21
2015,July,24
2015,July,15
2015,July,18
2015,July,19
2015,July,16
2015,July,20
2015,July,21
2015,July,21
2015,July,20
2015,July,21
2015,July,21
2015,July,10
2015,July,23
2015,July,14
2015,July,19
2015,July,19
2015,July,19
2015,July,19
2015,July,19
2015,July,21
2015,July,20
2015,July,23
2015,July,15
2015,July,22
2015,July,16
2015,July,23
2015,July,21
2015,July,23
2016,January,18
2016,June,21
2015,July,24
2015,July,18
2015,July,21
2015,July,20
2015,July,22
2015,July,19
2015,July,19
2015,July,18
2015,July,23
2015,July,18
2015,July,22
2015,July,19
2015,July,22
2015,July,19
2015,July,20
2015,July,20
2015,July,22
2015,July,19
2015,July,24
2015,July,22
2015,July,24
2015,July,18
2015,July,18
2015,July,24
2015,July,24
2015,July,20
2015,July,22
2015,July,23
2015,July,20
2015,July,20
2015,July,22
2015,July,23
2015,July,22
2015,July,24
2015,July,24
2015,July,24
2015,July,24
2015,July,25
2015,August,17
2015,September,21
2015,July,20
2015,July,20
2015,July,23
2015,July,20
2015,July,24
2015,July,20
2015,July,17
2015,August,1
2015,July,20
2015,July,20
2015,July,20
2015,July,22
2015,July,20
2015,July,20
2015,July,20
2015,July,24
2015,July,22
2015,July,23
2015,July,23
2015,July,20
2017,July,18
2015,July,23
2015,August,1
2015,July,21
2015,July,21
2015,July,18
2015,July,18
2015,July,20
2015,July,21
2015,July,20
2015,July,25
2015,July,24
2015,July,21
2015,July,21
2015,July,21
2015,July,21
2015,July,21
2015,July,21
2015,July,26
2015,July,26
2015,August,3
2015,July,22
2015,September,4
2015,September,4
2015,September,4
2015,September,4
2015,September,4
2015,September,4
2015,September,4
2015,July,19
2015,July,27
2015,July,25
2015,July,16
2015,August,2
2015,July,16
2015,July,16
2015,July,23
2015,July,23
2015,July,20
2015,July,20
2015,July,28
2015,July,29
2015,July,25
2015,July,23
2015,August,29
2015,July,25
2015,July,29
2015,July,29
2015,July,27
2015,July,27
2015,July,27
2015,July,26
2015,July,25
2015,July,20
2015,July,16
2016,May,12
2016,May,12
2016,May,12
2016,May,12
2016,May,12
2016,May,12
2016,May,12
2016,May,12
2016,May,12
2016,May,12
2016,May,12
2016,May,12
2016,May,12
2016,May,12
2016,May,12
2016,May,12
2016,May,12
2016,May,12
2016,May,12
2016,May,12
2015,July,30
2015,July,23
2015,July,25
2015,July,30
2015,July,24
2015,July,24
2015,July,24
2015,July,29
2015,July,29
2015,July,26
2015,July,24
2015,July,26
2015,July,26
2015,July,25
2015,July,22
2015,July,24
2015,July,27
2015,July,27
2015,July,27
2015,July,24
2015,July,28
2015,July,24
2015,July,28
2015,July,26
2015,July,27
2015,July,26
2015,September,25
2015,September,25
2015,September,25
2015,September,25
2015,September,25
2015,September,25
2015,September,25
2015,September,25
2015,September,25
2015,September,25
2015,September,25
2015,September,25
2015,September,25
2015,September,25
2015,September,25
2015,September,25
2015,September,25
2015,September,25
2015,September,25
2015,September,25
2015,September,25
2015,September,25
2015,September,25
2015,September,25
2015,September,25
2015,September,25
2015,September,25
2015,July,27
2015,July,23
2015,July,27
2015,July,31
2015,July,31
2015,July,27
2015,July,24
2015,July,27
2015,July,31
2015,July,30
2015,July,26
2015,July,28
2015,July,26
2015,July,27
2015,July,26
2015,July,26
2015,July,26
2015,July,25
2015,July,28
2015,August,1
2015,July,27
2015,July,25
2015,July,25
2015,July,30
2015,July,20
2015,July,22
2015,September,2
2015,September,2
2015,September,2
2015,September,2
2015,September,2
2015,September,2
2015,September,2
2015,September,2
2015,September,2
2015,September,2
2015,September,2
2015,September,2
2015,September,2
2015,September,2
2015,August,4
2015,July,26
2015,July,30
2015,July,28
2015,July,26
2015,July,31
2015,July,26
2015,July,31
2015,July,25
2017,July,22
2015,July,31
2015,July,30
2015,July,25
2015,July,27
2015,July,27
2015,July,31
2015,July,31
2015,July,30
2015,July,27
2015,July,26
2015,July,27
2015,July,31
2015,July,24
2015,July,26
2015,July,26
2015,July,26
2015,July,30
2015,August,1
2015,July,31
2015,July,31
2015,August,3
2015,August,2
2015,July,30
2015,July,30
2015,July,27
2015,July,31
2015,July,31
2015,July,31
2015,July,26
2015,July,27
2015,July,30
2015,August,1
2015,July,31
2015,July,30
2015,July,31
2015,July,30
2015,August,1
2015,July,29
2015,October,16
2015,July,30
2015,August,1
2015,July,27
2015,August,1
2015,July,31
2015,July,31
2015,July,31
2015,July,31
2015,July,30
2015,July,31
2015,August,3
2015,July,31
2015,July,31
2015,July,24
2015,July,31
2015,July,28
2015,July,27
2015,August,2
2015,August,2
2015,August,3
2015,August,1
2015,July,30
2015,July,30
2015,July,30
2015,August,2
2015,July,31
2015,August,3
2015,July,29
