hotel,adr,stays_in_weekend_nights,stays_in_week_nights,is_canceled
Resort Hotel,200,2,5,1
Resort Hotel,290,2,5,1
Resort Hotel,132.3,2,5,1
Resort Hotel,217.5,2,6,1
Resort Hotel,270,2,6,1
Resort Hotel,217.5,2,6,1
Resort Hotel,237.5,2,6,1
Resort Hotel,213,0,1,1
Resort Hotel,230,0,2,1
Resort Hotel,230,0,2,1
Resort Hotel,282,0,2,1
Resort Hotel,262,0,2,1
Resort Hotel,220,0,2,1
Resort Hotel,270,0,2,1
Resort Hotel,249,0,2,1
Resort Hotel,330,1,2,1
Resort Hotel,180,2,2,1
Resort Hotel,250,2,2,1
Resort Hotel,265,2,3,1
Resort Hotel,257.6,2,3,1
Resort Hotel,257.6,2,3,1
Resort Hotel,250,2,3,1
Resort Hotel,180,2,4,1
Resort Hotel,231.6,2,5,1
Resort Hotel,200,2,5,1
Resort Hotel,146,2,5,1
Resort Hotel,200,2,5,1
Resort Hotel,126.8,4,8,1
Resort Hotel,227.22,2,7,1
Resort Hotel,200,2,7,1
Resort Hotel,153.75,0,1,1
Resort Hotel,234,0,1,1
Resort Hotel,181.8,1,1,1
Resort Hotel,212,2,2,1
Resort Hotel,238,2,3,1
Resort Hotel,250,2,3,1
Resort Hotel,218,2,4,1
Resort Hotel,340,2,4,1
Resort Hotel,214.84,2,4,1
Resort Hotel,248,2,4,1
Resort Hotel,123.2,2,3,1
Resort Hotel,238,2,3,1
Resort Hotel,156.6,2,4,1
Resort Hotel,203.75,2,5,1
Resort Hotel,230,2,5,1
Resort Hotel,133.74,2,5,1
Resort Hotel,205.6,2,5,1
Resort Hotel,192.8,2,5,1
Resort Hotel,235.71,2,5,1
Resort Hotel,204,2,5,1
Resort Hotel,174.24,2,5,1
Resort Hotel,230,2,5,1
Resort Hotel,247.2,2,5,1
Resort Hotel,227.1,4,6,1
Resort Hotel,244,4,6,1
Resort Hotel,244,4,6,1
Resort Hotel,194,1,0,1
Resort Hotel,270,2,1,1
Resort Hotel,153.75,2,1,1
Resort Hotel,190.88,2,1,1
Resort Hotel,185.75,2,1,1
Resort Hotel,250,2,2,1
Resort Hotel,116.5,2,2,1
Resort Hotel,268,2,3,1
Resort Hotel,236,2,3,1
Resort Hotel,138.38,2,3,1
Resort Hotel,343,2,4,1
Resort Hotel,254,2,4,1
Resort Hotel,230,2,4,1
Resort Hotel,140.94,2,4,1
Resort Hotel,165.37,2,5,1
Resort Hotel,174.04,2,5,1
Resort Hotel,289.6,2,5,1
Resort Hotel,255.45,4,7,1
Resort Hotel,255.45,4,7,1
Resort Hotel,234.62,4,9,1
Resort Hotel,180,4,9,1
Resort Hotel,204.74,6,13,1
Resort Hotel,260,1,0,1
Resort Hotel,270,1,2,1
Resort Hotel,130.05,1,2,1
Resort Hotel,160,1,2,1
Resort Hotel,340,1,3,1
Resort Hotel,199.12,1,3,1
Resort Hotel,270,1,3,1
Resort Hotel,244,1,3,1
Resort Hotel,297,1,3,1
Resort Hotel,160,1,3,1
Resort Hotel,378,1,4,1
Resort Hotel,160,1,4,1
Resort Hotel,192,1,4,1
Resort Hotel,295.5,1,4,1
Resort Hotel,242,1,4,1
Resort Hotel,153.75,1,5,1
Resort Hotel,232,1,5,1
Resort Hotel,230,1,5,1
Resort Hotel,153.75,1,5,1
Resort Hotel,240.91,2,5,1
Resort Hotel,278.14,2,5,1
Resort Hotel,206.51,2,5,1
Resort Hotel,52.5,2,5,1
Resort Hotel,184.5,2,5,1
Resort Hotel,191.14,2,5,1
Resort Hotel,187.4,3,6,1
Resort Hotel,260,0,1,1
Resort Hotel,125.46,0,1,1
Resort Hotel,280,0,2,1
Resort Hotel,230,0,2,1
Resort Hotel,237.5,0,4,1
Resort Hotel,319,0,4,1
Resort Hotel,268,0,5,1
Resort Hotel,225.6,0,4,1
Resort Hotel,270,0,4,1
Resort Hotel,192,0,4,1
Resort Hotel,216.67,2,4,1
Resort Hotel,158,2,4,1
Resort Hotel,222,2,5,1
Resort Hotel,225.71,2,5,1
Resort Hotel,174.54,2,5,1
Resort Hotel,205.71,2,5,1
Resort Hotel,204,2,5,1
Resort Hotel,238.57,2,5,1
Resort Hotel,39,2,8,1
Resort Hotel,198,0,3,1
Resort Hotel,198,0,3,1
Resort Hotel,198,0,3,1
Resort Hotel,198,0,3,1
Resort Hotel,198,0,3,1
Resort Hotel,230,0,3,1
Resort Hotel,198,0,3,1
Resort Hotel,198,0,3,1
Resort Hotel,198,0,3,1
Resort Hotel,252,1,3,1
Resort Hotel,240,1,3,1
Resort Hotel,181.11,1,3,1
Resort Hotel,198,1,3,1
Resort Hotel,198,0,3,1
Resort Hotel,198,0,3,1
Resort Hotel,255,1,3,1
Resort Hotel,220,1,3,1
Resort Hotel,200,1,3,1
Resort Hotel,201.6,1,3,1
Resort Hotel,199,2,4,1
Resort Hotel,153.75,2,4,1
Resort Hotel,208.05,2,5,1
Resort Hotel,239.14,2,5,1
Resort Hotel,188.03,2,5,1
Resort Hotel,229.43,2,5,1
Resort Hotel,208.05,2,5,1
Resort Hotel,204.75,2,5,1
Resort Hotel,207,0,1,1
Resort Hotel,151,1,2,1
Resort Hotel,216.67,1,2,1
Resort Hotel,250,2,2,1
Resort Hotel,260,2,2,1
Resort Hotel,270,2,2,1
Resort Hotel,249,2,2,1
Resort Hotel,229,2,3,1
Resort Hotel,153.75,2,4,1
Resort Hotel,331.33,2,4,1
Resort Hotel,153.75,2,4,1
Resort Hotel,153.75,2,4,1
Resort Hotel,214,2,3,1
Resort Hotel,153.75,2,4,1
Resort Hotel,251.43,2,5,1
Resort Hotel,259,2,5,1
Resort Hotel,249,2,6,1
Resort Hotel,235,0,1,1
Resort Hotel,207,0,1,1
Resort Hotel,240,1,1,1
Resort Hotel,243.33,2,1,1
Resort Hotel,303.33,2,1,1
Resort Hotel,295.67,2,1,1
Resort Hotel,140.4,2,1,1
Resort Hotel,295.67,2,1,1
Resort Hotel,173,2,2,1
Resort Hotel,135,2,2,1
Resort Hotel,220,2,2,1
Resort Hotel,135,2,2,1
Resort Hotel,242,2,3,1
Resort Hotel,342.17,2,4,1
Resort Hotel,262.38,2,4,1
Resort Hotel,284.86,2,5,1
Resort Hotel,251.43,2,5,1
Resort Hotel,173,2,5,1
Resort Hotel,155,2,5,1
Resort Hotel,340.86,2,5,1
Resort Hotel,251,2,5,1
Resort Hotel,201.43,2,5,1
Resort Hotel,299.43,2,5,1
Resort Hotel,294.29,2,5,1
Resort Hotel,183.13,2,5,1
Resort Hotel,194.29,2,5,1
Resort Hotel,179.89,2,5,1
Resort Hotel,293.86,2,5,1
Resort Hotel,202,2,6,1
Resort Hotel,245.3,4,6,1
Resort Hotel,205.14,4,10,1
Resort Hotel,190,1,0,1
Resort Hotel,128.7,1,0,1
Resort Hotel,290,2,0,1
Resort Hotel,290,2,0,1
Resort Hotel,242,2,0,1
Resort Hotel,190.88,2,1,1
Resort Hotel,185.75,2,1,1
Resort Hotel,229,2,1,1
Resort Hotel,244.16,2,1,1
Resort Hotel,222,2,2,1
Resort Hotel,295,2,2,1
Resort Hotel,289.8,2,3,1
Resort Hotel,253.8,2,3,1
Resort Hotel,230,2,2,1
Resort Hotel,236.67,2,4,1
Resort Hotel,182,2,5,1
Resort Hotel,110.7,2,5,1
Resort Hotel,182,2,5,1
Resort Hotel,139.68,2,5,1
Resort Hotel,167.18,2,5,1
Resort Hotel,131.4,4,6,1
Resort Hotel,152,1,1,1
Resort Hotel,190,1,1,1
Resort Hotel,230,1,1,1
Resort Hotel,152,1,1,1
Resort Hotel,190,1,1,1
Resort Hotel,190,1,1,1
Resort Hotel,152,1,1,1
Resort Hotel,190,1,2,1
Resort Hotel,230,1,2,1
Resort Hotel,198.05,1,2,1
Resort Hotel,236,1,2,1
Resort Hotel,141,1,3,1
Resort Hotel,190,1,3,1
Resort Hotel,230,1,3,1
Resort Hotel,218.25,1,3,1
Resort Hotel,286.25,1,3,1
Resort Hotel,206,1,4,1
Resort Hotel,230,1,4,1
Resort Hotel,206,1,4,1
Resort Hotel,186,1,4,1
Resort Hotel,341,1,4,1
Resort Hotel,206,1,4,1
Resort Hotel,230,1,4,1
Resort Hotel,312,1,5,1
Resort Hotel,215.33,1,5,1
Resort Hotel,232.5,1,5,1
Resort Hotel,250,1,5,1
Resort Hotel,215.33,1,5,1
Resort Hotel,297,1,5,1
Resort Hotel,215.33,1,5,1
Resort Hotel,265,1,5,1
Resort Hotel,201.43,2,5,1
Resort Hotel,163,2,5,1
Resort Hotel,180,3,5,1
Resort Hotel,180.38,3,7,1
Resort Hotel,293.6,3,7,1
Resort Hotel,140,3,8,1
Resort Hotel,210,0,2,1
Resort Hotel,194,0,3,1
Resort Hotel,225,0,3,1
Resort Hotel,185,0,3,1
Resort Hotel,180,0,3,1
Resort Hotel,210,0,3,1
Resort Hotel,190,0,4,1
Resort Hotel,213.5,0,4,1
Resort Hotel,328,1,5,1
Resort Hotel,171.25,2,5,1
Resort Hotel,163,2,5,1
Resort Hotel,228.57,2,5,1
Resort Hotel,212.5,2,6,1
Resort Hotel,135,2,5,1
Resort Hotel,190,0,2,1
Resort Hotel,210,0,3,1
Resort Hotel,141,0,3,1
Resort Hotel,141,0,3,1
Resort Hotel,210,0,3,1
Resort Hotel,233.33,0,3,1
Resort Hotel,180,0,4,1
Resort Hotel,230,0,4,1
Resort Hotel,178,1,4,1
Resort Hotel,284,1,4,1
Resort Hotel,152.33,2,4,1
Resort Hotel,175.71,2,5,1
Resort Hotel,189.42,2,8,1
Resort Hotel,177.5,0,1,1
Resort Hotel,290,0,2,1
Resort Hotel,185,0,1,1
Resort Hotel,202,0,1,1
Resort Hotel,207,0,3,1
Resort Hotel,207,0,3,1
Resort Hotel,196.67,0,3,1
Resort Hotel,230,0,3,1
Resort Hotel,222.5,1,3,1
Resort Hotel,207.5,1,3,1
Resort Hotel,174,2,3,1
Resort Hotel,200.86,2,5,1
Resort Hotel,175,2,5,1
Resort Hotel,219.45,3,8,1
Resort Hotel,38.5,1,2,0
Resort Hotel,27,0,2,0
Resort Hotel,27,0,2,0
Resort Hotel,27,0,2,0
Resort Hotel,27,1,0,0
Resort Hotel,35,0,1,0
Resort Hotel,35,0,2,0
Resort Hotel,135,0,1,0
Resort Hotel,66,0,2,0
Resort Hotel,35,1,2,0
Resort Hotel,40,1,0,1
Resort Hotel,40,1,0,0
Resort Hotel,65,0,1,0
Resort Hotel,65,0,2,0
Resort Hotel,48.5,0,1,0
Resort Hotel,142,0,1,0
Resort Hotel,194.5,3,7,0
Resort Hotel,248.1,4,6,0
Resort Hotel,80,0,1,0
Resort Hotel,129.5,2,4,0
Resort Hotel,171,2,3,0
Resort Hotel,75,1,1,0
Resort Hotel,169.48,0,3,0
Resort Hotel,90,1,1,0
Resort Hotel,56,0,1,0
Resort Hotel,25,1,0,1
Resort Hotel,25,0,1,0
Resort Hotel,25,0,1,0
Resort Hotel,27,1,3,0
Resort Hotel,39,0,2,0
Resort Hotel,150,1,1,0
Resort Hotel,196,3,10,0
Resort Hotel,223.5,2,10,0
Resort Hotel,203.75,2,6,0
Resort Hotel,205,1,3,0
Resort Hotel,195,4,6,1
Resort Hotel,44,0,2,0
Resort Hotel,46,0,2,0
Resort Hotel,62,0,2,0
Resort Hotel,33,0,2,0
Resort Hotel,42,0,2,0
Resort Hotel,126,1,0,0
Resort Hotel,30,0,1,0
Resort Hotel,5,2,0,0
Resort Hotel,35,1,0,0
Resort Hotel,45,1,0,0
Resort Hotel,0,3,5,0
Resort Hotel,56.4,0,1,0
Resort Hotel,132,0,1,0
Resort Hotel,90.8,0,1,0
Resort Hotel,46,0,1,0
Resort Hotel,45,0,1,0
Resort Hotel,33,0,1,0
Resort Hotel,45,0,2,0
Resort Hotel,71,0,1,0
Resort Hotel,68,0,1,0
Resort Hotel,33,0,1,0
Resort Hotel,33,0,1,0
Resort Hotel,47,0,1,0
Resort Hotel,55,0,1,0
Resort Hotel,45,0,1,0
Resort Hotel,139,1,1,0
Resort Hotel,60,1,1,0
Resort Hotel,152.1,2,4,0
Resort Hotel,38,0,1,0
Resort Hotel,35,0,1,0
Resort Hotel,75,0,1,0
Resort Hotel,72,0,1,0
Resort Hotel,63.5,1,1,0
Resort Hotel,142,0,2,1
Resort Hotel,35,1,1,0
Resort Hotel,45,0,2,0
Resort Hotel,135,0,1,0
Resort Hotel,138,4,10,0
Resort Hotel,53,4,8,0
Resort Hotel,56,5,10,0
Resort Hotel,82.8,0,3,0
Resort Hotel,161,2,2,0
Resort Hotel,188,2,7,0
Resort Hotel,179,2,2,0
Resort Hotel,209.4,2,7,0
Resort Hotel,63,2,1,0
Resort Hotel,0,0,2,0
Resort Hotel,70,4,12,0
Resort Hotel,43,0,1,0
Resort Hotel,43,0,1,0
Resort Hotel,133,3,6,0
Resort Hotel,169,1,1,0
Resort Hotel,35,0,1,0
Resort Hotel,30,0,1,0
Resort Hotel,63,1,1,0
Resort Hotel,30,0,1,0
Resort Hotel,38.5,0,1,0
Resort Hotel,35,1,2,0
Resort Hotel,35,0,1,0
Resort Hotel,35,0,1,0
Resort Hotel,63.5,0,1,0
Resort Hotel,75,0,1,0
Resort Hotel,82,1,0,0
Resort Hotel,35,0,2,0
Resort Hotel,122.86,2,5,0
Resort Hotel,70,0,1,0
Resort Hotel,136,0,4,0
Resort Hotel,80.8,2,3,0
Resort Hotel,184.67,0,3,0
Resort Hotel,75,0,2,0
Resort Hotel,30,0,1,0
Resort Hotel,65,0,1,0
Resort Hotel,35,0,2,0
Resort Hotel,35,0,1,0
Resort Hotel,45,1,0,0
Resort Hotel,35,1,2,0
Resort Hotel,167.5,1,1,0
Resort Hotel,40,0,2,0
Resort Hotel,87,1,1,0
Resort Hotel,209,2,3,0
Resort Hotel,46.5,4,9,0
Resort Hotel,66,4,6,0
Resort Hotel,48.8,4,7,0
Resort Hotel,69.3,4,6,0
Resort Hotel,26,0,2,0
Resort Hotel,30,0,1,0
Resort Hotel,30,0,1,0
Resort Hotel,50,0,2,0
Resort Hotel,50,0,1,0
Resort Hotel,65,0,1,0
Resort Hotel,35,0,2,0
Resort Hotel,35,0,1,0
Resort Hotel,35,0,1,0
Resort Hotel,35,0,1,1
Resort Hotel,35,0,1,0
Resort Hotel,35,0,1,0
Resort Hotel,75,0,1,0
Resort Hotel,95,2,8,0
Resort Hotel,72,0,1,0
Resort Hotel,4,0,1,0
Resort Hotel,75,0,1,0
Resort Hotel,50,0,1,0
Resort Hotel,43,0,1,0
Resort Hotel,75,0,1,0
Resort Hotel,115,9,21,0
Resort Hotel,131.4,0,1,0
Resort Hotel,48,0,1,0
Resort Hotel,39,0,1,0
Resort Hotel,40,1,0,0
Resort Hotel,228,0,1,0
Resort Hotel,48,0,5,0
Resort Hotel,111.6,2,2,0
Resort Hotel,214.92,4,7,0
Resort Hotel,43.2,1,2,0
Resort Hotel,48,2,1,0
Resort Hotel,48,1,1,0
Resort Hotel,70,0,1,0
Resort Hotel,172,2,5,0
Resort Hotel,85,0,1,0
Resort Hotel,25,0,2,0
Resort Hotel,224,0,2,0
Resort Hotel,253,0,2,0
Resort Hotel,254,0,2,0
Resort Hotel,236.5,2,5,0
Resort Hotel,111.5,1,4,0
Resort Hotel,187,2,5,0
Resort Hotel,122.5,2,4,0
Resort Hotel,27,0,1,0
Resort Hotel,53.85,4,10,0
Resort Hotel,146,1,2,0
Resort Hotel,64,3,6,0
Resort Hotel,61,3,5,0
Resort Hotel,71,3,6,0
Resort Hotel,65,0,1,0
Resort Hotel,107.25,0,1,0
Resort Hotel,86.5,0,1,0
Resort Hotel,27,0,3,0
Resort Hotel,73,2,5,0
Resort Hotel,75,0,1,0
Resort Hotel,72,1,4,0
Resort Hotel,25,0,1,0
Resort Hotel,25,0,1,0
Resort Hotel,25,0,1,0
Resort Hotel,25,0,1,0
Resort Hotel,39,0,2,0
Resort Hotel,58,2,0,0
Resort Hotel,25,0,1,0
Resort Hotel,39,1,1,0
Resort Hotel,23,0,2,0
Resort Hotel,182.6,2,1,0
Resort Hotel,129.3,0,2,0
Resort Hotel,27,0,1,0
Resort Hotel,124,0,2,0
Resort Hotel,27,0,1,0
Resort Hotel,75,0,1,0
Resort Hotel,39,1,1,0
Resort Hotel,27,0,2,0
Resort Hotel,64,1,1,0
Resort Hotel,45,0,2,0
Resort Hotel,136.2,0,3,0
Resort Hotel,195.6,4,9,0
Resort Hotel,188.14,4,10,0
Resort Hotel,205.03,4,10,0
Resort Hotel,60,0,1,0
Resort Hotel,60,0,1,0
Resort Hotel,39,1,0,0
Resort Hotel,38,0,1,0
Resort Hotel,38,1,0,0
Resort Hotel,48,0,1,0
Resort Hotel,195,2,2,0
Resort Hotel,34,0,1,0
Resort Hotel,178.15,4,9,0
Resort Hotel,212.31,4,9,0
Resort Hotel,68,3,7,0
Resort Hotel,69.58,3,8,0
Resort Hotel,39,0,1,0
Resort Hotel,70,0,1,0
Resort Hotel,30,0,1,0
Resort Hotel,30,0,2,0
Resort Hotel,35,0,1,0
Resort Hotel,35,0,2,0
Resort Hotel,35,0,1,0
Resort Hotel,40,1,0,0
Resort Hotel,48,0,1,0
Resort Hotel,129,2,4,0
Resort Hotel,187.5,2,5,0
Resort Hotel,144,2,6,0
Resort Hotel,43,0,1,0
Resort Hotel,35,1,1,0
Resort Hotel,30,0,2,0
Resort Hotel,30,1,0,0
Resort Hotel,35.11,0,1,0
Resort Hotel,26,0,2,0
Resort Hotel,64.8,0,2,0
Resort Hotel,66.43,4,10,1
Resort Hotel,124.38,4,9,0
Resort Hotel,55,2,6,0
Resort Hotel,108.4,4,11,1
Resort Hotel,115,2,5,1
Resort Hotel,70,0,1,0
Resort Hotel,43,0,1,0
Resort Hotel,40,0,1,0
Resort Hotel,30,0,1,0
Resort Hotel,30,0,1,0
Resort Hotel,42,0,1,0
Resort Hotel,57,0,1,0
Resort Hotel,39,0,2,0
Resort Hotel,40,0,1,0
Resort Hotel,63,0,1,0
Resort Hotel,75,0,1,0
Resort Hotel,35,0,1,0
Resort Hotel,110,0,1,0
Resort Hotel,169.5,2,2,0
Resort Hotel,61,1,4,0
Resort Hotel,40,2,1,0
Resort Hotel,70,2,1,0
Resort Hotel,65,2,0,0
Resort Hotel,34.5,1,1,0
Resort Hotel,60,1,0,0
Resort Hotel,57,1,0,0
Resort Hotel,58,0,1,0
Resort Hotel,38.5,1,1,0
Resort Hotel,48.5,1,1,0
Resort Hotel,48.5,1,1,0
Resort Hotel,80,1,0,1
Resort Hotel,142,1,0,0
Resort Hotel,175,2,5,0
Resort Hotel,192,1,2,0
Resort Hotel,203.4,1,2,0
Resort Hotel,87.5,0,4,0
Resort Hotel,107.1,0,1,0
Resort Hotel,130.34,2,5,0
Resort Hotel,81,2,1,0
Resort Hotel,97.85,1,3,0
Resort Hotel,48,0,2,0
Resort Hotel,35,0,3,0
Resort Hotel,65,1,1,0
Resort Hotel,89,0,2,1
Resort Hotel,35,1,1,0
Resort Hotel,45,0,2,0
Resort Hotel,40,0,1,0
Resort Hotel,30,0,1,0
Resort Hotel,30,0,2,0
Resort Hotel,79,0,1,0
Resort Hotel,45,0,1,0
Resort Hotel,80,0,1,0
Resort Hotel,48,1,0,0
Resort Hotel,37,0,1,0
Resort Hotel,25,1,0,0
Resort Hotel,33,0,1,0
Resort Hotel,130,4,10,1
Resort Hotel,75,0,2,0
Resort Hotel,98,0,3,0
Resort Hotel,75,2,1,0
Resort Hotel,35,2,1,0
Resort Hotel,120,0,1,1
Resort Hotel,45,0,2,0
Resort Hotel,82.8,4,10,0
Resort Hotel,110.7,2,4,0
Resort Hotel,140.7,2,4,0
Resort Hotel,8,0,1,1
Resort Hotel,43,1,0,0
Resort Hotel,53,1,1,0
Resort Hotel,40,1,0,0
Resort Hotel,214,2,1,0
Resort Hotel,21.5,0,1,0
Resort Hotel,26,0,1,0
Resort Hotel,25,0,1,0
Resort Hotel,29.6,0,2,0
Resort Hotel,30,0,2,0
Resort Hotel,185.6,2,5,0
Resort Hotel,125,0,1,0
Resort Hotel,189,2,5,0
Resort Hotel,110,1,2,0
Resort Hotel,154.3,1,2,0
Resort Hotel,35.1,0,1,0
Resort Hotel,38,0,1,0
Resort Hotel,233.92,0,3,1
Resort Hotel,107,2,5,0
Resort Hotel,170.95,4,5,0
Resort Hotel,225.6,2,5,0
Resort Hotel,113.63,3,5,0
Resort Hotel,140,2,5,0
Resort Hotel,130,2,5,0
Resort Hotel,71.1,0,4,0
Resort Hotel,192.5,0,2,0
Resort Hotel,68.4,4,10,0
Resort Hotel,45,0,2,0
Resort Hotel,102.86,6,15,0
Resort Hotel,91,2,5,0
Resort Hotel,51,2,5,0
Resort Hotel,79,0,1,0
Resort Hotel,35,0,1,0
Resort Hotel,335,0,3,0
Resort Hotel,0,0,0,0
Resort Hotel,60,0,2,0
Resort Hotel,70,1,0,0
Resort Hotel,42,0,2,0
Resort Hotel,27,0,2,0
Resort Hotel,0,1,3,0
Resort Hotel,26,0,1,0
Resort Hotel,30,0,1,0
Resort Hotel,45,0,1,0
Resort Hotel,30,1,3,0
Resort Hotel,30,1,2,0
Resort Hotel,30,1,3,0
Resort Hotel,39,1,3,0
Resort Hotel,42,1,3,0
Resort Hotel,58,0,3,0
Resort Hotel,58,2,2,0
Resort Hotel,140,2,2,0
Resort Hotel,40,0,1,0
Resort Hotel,40,1,1,0
Resort Hotel,85,0,1,0
Resort Hotel,85,1,0,0
Resort Hotel,0,0,2,0
Resort Hotel,0,0,3,1
Resort Hotel,40,0,1,0
Resort Hotel,38,0,1,0
Resort Hotel,39,0,1,0
Resort Hotel,40,1,0,0
Resort Hotel,50,0,1,0
Resort Hotel,39,0,1,0
Resort Hotel,35,1,0,0
Resort Hotel,38,0,1,0
Resort Hotel,38,0,1,0
Resort Hotel,40,0,1,0
Resort Hotel,40,0,1,0
Resort Hotel,57.9,1,0,0
Resort Hotel,38,0,1,0
Resort Hotel,35,1,0,0
Resort Hotel,65,1,3,1
Resort Hotel,45,0,1,0
Resort Hotel,37.6,0,1,0
Resort Hotel,47,0,1,1
Resort Hotel,34.4,1,2,0
Resort Hotel,26,0,1,0
Resort Hotel,35,0,1,0
Resort Hotel,80.1,0,2,0
Resort Hotel,65.4,1,0,0
Resort Hotel,45,1,2,0
Resort Hotel,33,1,1,0
Resort Hotel,64,1,1,0
Resort Hotel,202.5,1,1,0
Resort Hotel,49.22,1,3,0
Resort Hotel,176,1,1,0
Resort Hotel,152,1,0,0
Resort Hotel,70,2,4,0
Resort Hotel,230.84,2,5,0
Resort Hotel,82,0,1,0
Resort Hotel,88,0,1,0
Resort Hotel,67,0,1,0
Resort Hotel,225,2,4,0
Resort Hotel,245.5,1,4,0
Resort Hotel,68.4,2,5,0
Resort Hotel,113.4,2,5,1
Resort Hotel,151.88,3,5,0
Resort Hotel,75,0,2,0
Resort Hotel,152.1,0,3,0
Resort Hotel,112.7,2,3,0
Resort Hotel,134.67,0,3,0
Resort Hotel,191,0,2,0
Resort Hotel,288.1,1,3,0
Resort Hotel,175.4,2,3,0
Resort Hotel,46,0,1,0
Resort Hotel,275.25,0,1,0
Resort Hotel,367,2,0,0
Resort Hotel,153.67,0,3,0
Resort Hotel,152,1,4,0
Resort Hotel,30,0,1,0
Resort Hotel,30,0,1,0
Resort Hotel,0,0,0,0
Resort Hotel,72,1,0,0
Resort Hotel,239,2,5,0
Resort Hotel,154,2,6,0
Resort Hotel,180,0,1,0
Resort Hotel,229.5,4,6,0
Resort Hotel,216.5,0,4,0
Resort Hotel,251,2,2,0
Resort Hotel,225.5,2,2,0
Resort Hotel,232,4,8,0
Resort Hotel,201.43,4,10,0
Resort Hotel,69.86,4,10,0
Resort Hotel,142.5,0,4,0
Resort Hotel,126,2,8,0
Resort Hotel,70,0,1,0
Resort Hotel,64.9,4,10,0
Resort Hotel,45,0,2,0
Resort Hotel,46.4,0,1,0
Resort Hotel,72,0,1,0
Resort Hotel,34.4,1,0,0
Resort Hotel,34.4,1,1,0
Resort Hotel,60,0,1,0
Resort Hotel,62,0,2,0
Resort Hotel,109,1,0,0
Resort Hotel,67.58,4,10,1
Resort Hotel,70.4,2,5,0
Resort Hotel,160.4,2,1,0
Resort Hotel,100,0,1,0
Resort Hotel,36,2,4,0
Resort Hotel,45.45,2,4,0
Resort Hotel,65.33,2,4,0
Resort Hotel,81.82,7,15,0
Resort Hotel,88,6,15,0
Resort Hotel,110,2,5,0
Resort Hotel,60,1,0,0
Resort Hotel,30,0,1,0
Resort Hotel,68.15,8,20,0
Resort Hotel,142,0,1,0
Resort Hotel,47,1,0,0
Resort Hotel,36,1,2,0
Resort Hotel,38,2,2,0
Resort Hotel,35,0,1,0
Resort Hotel,35.1,1,0,0
Resort Hotel,38,0,1,0
Resort Hotel,44,0,1,0
Resort Hotel,74,0,1,0
Resort Hotel,36,0,1,1
Resort Hotel,90.95,2,5,1
Resort Hotel,40.05,0,3,1
Resort Hotel,40.05,0,3,1
Resort Hotel,40.05,0,3,1
Resort Hotel,40.05,0,3,1
Resort Hotel,40.05,0,3,1
Resort Hotel,40.05,0,3,1
Resort Hotel,40.05,0,3,1
Resort Hotel,40.05,0,3,1
Resort Hotel,40.05,0,3,1
Resort Hotel,40.05,0,3,1
Resort Hotel,40.05,0,3,1
Resort Hotel,40.05,0,3,1
Resort Hotel,40.05,0,3,1
Resort Hotel,40.05,0,3,1
Resort Hotel,40.05,0,3,1
Resort Hotel,40.05,0,3,1
Resort Hotel,40.05,0,3,1
Resort Hotel,40.05,0,3,1
Resort Hotel,40.05,0,3,1
Resort Hotel,40.05,0,3,1
Resort Hotel,40.05,0,3,1
Resort Hotel,40.05,0,3,1
Resort Hotel,40.05,0,3,1
Resort Hotel,40.05,0,3,1
Resort Hotel,40.05,0,3,1
Resort Hotel,40.05,0,3,1
Resort Hotel,40.05,0,3,1
Resort Hotel,40.05,0,3,1
Resort Hotel,40.05,0,3,1
Resort Hotel,40.05,0,3,1
Resort Hotel,40.05,0,3,1
Resort Hotel,40.05,0,3,1
Resort Hotel,40.05,0,3,1
Resort Hotel,40.05,0,3,1
Resort Hotel,40.05,0,3,1
Resort Hotel,40.05,0,3,1
Resort Hotel,40.05,0,3,1
Resort Hotel,40.05,0,3,1
Resort Hotel,40.05,0,3,1
Resort Hotel,40.05,0,3,1
Resort Hotel,40.05,0,3,1
Resort Hotel,40.05,0,3,1
Resort Hotel,40.05,0,3,1
Resort Hotel,40.05,0,3,1
Resort Hotel,40.05,0,3,1
Resort Hotel,40.05,0,3,1
Resort Hotel,40.05,0,3,1
Resort Hotel,40.05,0,3,1
Resort Hotel,40.05,0,3,1
Resort Hotel,40.05,0,3,1
Resort Hotel,33.3,0,3,1
Resort Hotel,33.3,0,3,1
Resort Hotel,33.3,0,3,1
Resort Hotel,33.3,0,3,1
Resort Hotel,33.3,0,3,1
Resort Hotel,33.3,0,3,1
Resort Hotel,33.3,0,3,1
Resort Hotel,33.3,0,3,1
Resort Hotel,33.3,0,3,1
Resort Hotel,33.3,0,3,1
Resort Hotel,33.3,0,3,1
Resort Hotel,33.3,0,3,1
Resort Hotel,33.3,0,3,1
Resort Hotel,33.3,0,3,1
Resort Hotel,33.3,0,3,1
Resort Hotel,33.3,0,3,1
Resort Hotel,33.3,0,3,1
Resort Hotel,33.3,0,3,1
Resort Hotel,33.3,0,3,1
Resort Hotel,33.3,0,3,1
Resort Hotel,33.3,0,3,1
Resort Hotel,33.3,0,3,1
Resort Hotel,33.3,0,3,1
Resort Hotel,33.3,0,3,1
Resort Hotel,33.3,0,3,1
Resort Hotel,33.3,0,3,1
Resort Hotel,33.3,0,3,1
Resort Hotel,33.3,0,3,1
Resort Hotel,33.3,0,3,1
Resort Hotel,33.3,0,3,1
Resort Hotel,33.3,0,3,1
